customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,total_sessions,avg_session_minutes,total_usage_minutes,unique_features_used,total_tickets,avg_satisfaction,health_score,churn_prediction,churn_probability,churn_risk_score,predicted_risk_segment,recommended_action,revenue_at_risk,upsell_opportunity
0774-RMNUW,Female,0,Yes,Yes,71,No,No phone service,DSL,Two year,No,Bank transfer (automatic),59.7,4122.65,No,44,63.1,2776.35,6,2.0,3.0,88.1,0,0.013836478719560666,1.38,Low Risk,Maintain - Standard Service,716.4000000000001,None
1334-PDUKM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),86.45,5762.95,No,38,55.84,2122.03,6,3.0,2.33,81.0,0,0.0696605420666121,6.97,Low Risk,Maintain - Standard Service,1037.4,Add Protection Bundle; Add Streaming Services; Add Tech Support
0756-MPZRL,Male,0,No,No,46,No,No phone service,DSL,One year,No,Credit card (automatic),33.7,1537.85,No,19,65.66,1247.54,5,0.0,5.0,69.2,0,0.0026763202545729793,0.27,Low Risk,Maintain - Standard Service,404.40000000000003,Add Protection Bundle; Add Streaming Services
2242-MFOTG,Male,0,No,No,33,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),80.1,2603.3,No,25,62.53,1563.25,6,1.0,5.0,74.2,0,0.004404667608095231,0.44,Low Risk,Maintain - Standard Service,961.1999999999999,Add Protection Bundle; Add Streaming Services
2927-CVULT,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,48,58.2,2793.68,6,2.0,2.5,83.5,0,0.05964367714623459,5.96,Low Risk,Maintain - Standard Service,1248.6,None
2144-BFDSO,Female,1,Yes,No,50,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,32,66.67,2133.58,6,1.0,4.0,79.1,0,0.005870600235860917,0.59,Low Risk,Maintain - Standard Service,1305.0,Upgrade to Annual Contract
8745-PVESG,Female,0,No,No,57,No,No phone service,DSL,One year,Yes,Credit card (automatic),41.1,2258.25,No,9,68.27,614.39,5,2.0,2.5,56.2,0,0.015539267542536839,1.55,Low Risk,Maintain - Standard Service,493.20000000000005,Add Streaming Services
7647-GYYKX,Female,0,Yes,Yes,54,Yes,No,No,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,6,37.3,223.81,4,1.0,2.0,46.6,0,0.0026822352782077488,0.27,Low Risk,Maintain - Standard Service,244.20000000000002,Add Protection Bundle
5647-FXOTP,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.9,6401.25,No,26,77.57,2016.72,5,3.0,3.67,71.9,0,0.2884317412466301,28.84,Low Risk,Maintain - Standard Service,1270.8000000000002,Upgrade to Annual Contract; Add Tech Support
5569-OUICF,Female,1,Yes,No,28,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,31,63.08,1955.57,6,4.0,3.0,68.4,1,0.9967370085105836,99.67,High Risk,Urgent - Retention Campaign,1215.6,None
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,16,62.72,1003.58,5,6.0,2.67,45.6,1,0.9972911122130035,99.73,High Risk,Urgent - Retention Campaign,960.5999999999999,None
2082-OJVTK,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,48,64.69,3104.95,6,7.0,3.57,81.1,1,0.99646747137645,99.65,High Risk,Urgent - Retention Campaign,1070.4,None
9700-ISPUP,Female,0,Yes,Yes,10,Yes,No,DSL,Month-to-month,Yes,Electronic check,65.5,616.9,No,11,51.95,571.46,5,3.0,2.67,45.1,0,0.10057353429163411,10.06,Low Risk,Maintain - Standard Service,786.0,None
9839-ETQOE,Male,0,No,Yes,43,No,No phone service,DSL,Month-to-month,Yes,Electronic check,40.45,1912.85,No,10,52.92,529.19,6,1.0,2.0,55.9,0,0.002729864942403429,0.27,Low Risk,Maintain - Standard Service,485.40000000000003,Add Streaming Services; Upgrade to Annual Contract
6078-VESFR,Male,1,Yes,No,13,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,30,72.61,2178.34,6,0.0,5.0,71.6,0,0.004046456828387277,0.4,Low Risk,Maintain - Standard Service,845.4000000000001,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9027-TMATR,Female,0,Yes,No,43,Yes,No,DSL,Two year,Yes,Electronic check,78.8,3460.3,No,39,61.09,2382.54,6,0.0,5.0,85.3,0,0.005180851069240502,0.52,Low Risk,Maintain - Standard Service,945.5999999999999,None
5940-NFXKV,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,35,62.15,2175.38,6,4.0,2.75,67.3,1,0.9965237789146274,99.65,High Risk,Urgent - Retention Campaign,1003.8000000000001,None
1941-HOSAM,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,90.1,90.1,No,18,63.37,1140.58,6,2.0,3.5,55.1,0,0.48823264888215046,48.82,Medium Risk,Monitor - Check-in Call,1081.1999999999998,None
9110-HSGTV,Female,0,No,No,69,Yes,No,DSL,Two year,Yes,Credit card (automatic),82.45,5555.3,No,48,59.46,2854.12,6,0.0,5.0,98.0,0,0.0032788959989325725,0.33,Low Risk,Maintain - Standard Service,989.4000000000001,None
0704-VCUMB,Female,0,Yes,No,61,Yes,No,No,Two year,No,Credit card (automatic),20.25,1278.8,No,10,67.25,672.5,4,2.0,2.5,52.9,0,0.010700293772383983,1.07,Low Risk,Maintain - Standard Service,243.0,Add Protection Bundle
6171-ZTVYB,Male,0,Yes,No,43,Yes,Yes,DSL,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,31,61.15,1895.58,6,1.0,5.0,80.5,0,0.0023844111030459155,0.24,Low Risk,Maintain - Standard Service,795.0,Add Streaming Services; Upgrade to Annual Contract
8053-WWDRO,Female,0,Yes,No,6,Yes,No,No,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,17,57.08,970.34,6,2.0,5.0,61.9,0,0.03384369750813838,3.38,Low Risk,Maintain - Standard Service,234.0,Add Protection Bundle
9564-KCLHR,Male,0,No,No,1,Yes,No,DSL,Month-to-month,No,Mailed check,51.25,51.25,Yes,11,66.45,730.93,5,7.0,3.14,44.4,1,0.9975339086727681,99.75,High Risk,Urgent - Retention Campaign,615.0,None
1935-IMVBB,Male,0,Yes,No,56,Yes,No,Fiber optic,Month-to-month,No,Mailed check,89.7,4952.95,No,39,59.24,2310.21,6,3.0,3.0,81.0,0,0.1344294177890378,13.44,Low Risk,Maintain - Standard Service,1076.4,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
2535-PBCGC,Female,0,Yes,No,70,No,No phone service,DSL,Two year,No,Bank transfer (automatic),64.55,4504.9,No,50,67.6,3380.23,6,2.0,2.5,89.4,0,0.009569644397874232,0.96,Low Risk,Maintain - Standard Service,774.5999999999999,None
2082-CEFLT,Male,0,No,No,1,Yes,No,DSL,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,5,29.78,148.89,3,7.0,4.0,34.3,1,0.9953535887340744,99.54,High Risk,Urgent - Retention Campaign,547.2,None
1470-PSXNM,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,One year,Yes,Electronic check,93.65,4520.15,No,29,58.89,1707.72,6,1.0,2.0,69.0,0,0.004042619082023712,0.4,Low Risk,Maintain - Standard Service,1123.8000000000002,None
1213-NGCUN,Female,0,No,No,6,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,15,69.08,1036.19,5,8.0,3.12,48.1,1,0.9971838631020248,99.72,High Risk,Urgent - Retention Campaign,595.8,None
2498-XLDZR,Female,0,Yes,Yes,32,Yes,No,DSL,Two year,No,Mailed check,73.6,2316.85,No,34,56.42,1918.17,6,3.0,1.33,64.6,0,0.019745324625761604,1.97,Low Risk,Maintain - Standard Service,883.1999999999999,None
9866-OCCKE,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,109.75,8075.35,No,38,51.19,1945.14,6,1.0,3.0,84.8,0,0.0033789893290363717,0.34,Low Risk,Maintain - Standard Service,1317.0,None
5338-YHWYT,Male,0,No,Yes,37,Yes,No,DSL,Two year,No,Credit card (automatic),61.45,2302.35,No,23,56.73,1304.76,6,0.0,5.0,74.1,0,0.002610634237558204,0.26,Low Risk,Maintain - Standard Service,737.4000000000001,Add Streaming Services
7718-UPSKJ,Female,0,Yes,No,69,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),106.4,7251.9,No,49,67.84,3324.33,6,1.0,3.0,90.6,0,0.004161636501878982,0.42,Low Risk,Maintain - Standard Service,1276.8000000000002,None
8731-WBBMB,Female,0,Yes,No,26,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,41,62.01,2542.36,6,0.0,5.0,81.8,0,0.0017257481223274611,0.17,Low Risk,Maintain - Standard Service,982.8000000000001,Upgrade to Annual Contract
1448-CYWKC,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),105.2,6225.4,No,25,67.1,1677.48,6,0.0,5.0,81.1,0,0.006006531939313277,0.6,Low Risk,Maintain - Standard Service,1262.4,None
7901-IIDQV,Male,0,No,No,24,Yes,Yes,DSL,One year,No,Bank transfer (automatic),54.6,1242.25,No,47,59.17,2781.18,6,3.0,2.0,72.9,0,0.03781232076748436,3.78,Low Risk,Maintain - Standard Service,655.2,Add Protection Bundle; Add Streaming Services
2690-DVRVK,Male,0,Yes,Yes,5,Yes,No,No,One year,No,Electronic check,20.55,99.45,No,20,60.88,1217.52,6,2.0,3.0,55.4,0,0.02298004398905044,2.3,Low Risk,Maintain - Standard Service,246.60000000000002,Add Protection Bundle
5688-KZTSN,Male,0,Yes,Yes,15,Yes,No,No,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,10,59.57,595.71,5,4.0,3.0,47.2,1,0.9958549002649342,99.59,High Risk,Urgent - Retention Campaign,240.0,None
1270-XKUCC,Female,0,Yes,Yes,30,Yes,No,No,Two year,No,Mailed check,19.7,599.25,No,15,68.16,1022.42,6,0.0,5.0,67.3,0,0.0023841949935169303,0.24,Low Risk,Maintain - Standard Service,236.39999999999998,Add Protection Bundle
0334-ZFJSR,Female,0,Yes,No,55,Yes,Yes,DSL,One year,Yes,Credit card (automatic),66.05,3462.1,No,43,60.19,2588.04,6,2.0,4.0,87.1,0,0.02769602384806095,2.77,Low Risk,Maintain - Standard Service,792.5999999999999,Add Streaming Services
2894-QOJRX,Female,0,Yes,No,25,No,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,13,61.45,798.8,6,6.0,3.5,58.7,1,0.997426931613162,99.74,High Risk,Urgent - Retention Campaign,408.0,None
5747-PMBSQ,Male,1,Yes,No,10,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,9,57.07,513.6,6,3.0,2.33,47.5,1,0.723874149802399,72.39,High Risk,Urgent - Retention Campaign,1110.0,None
5583-EJXRD,Male,0,Yes,Yes,44,No,No phone service,DSL,Two year,Yes,Credit card (automatic),54.05,2375.2,No,24,55.83,1340.02,6,0.0,5.0,76.6,0,0.002577793236011208,0.26,Low Risk,Maintain - Standard Service,648.5999999999999,None
4565-EVZMJ,Female,0,No,No,47,Yes,No,DSL,One year,Yes,Mailed check,58.9,2813.05,No,46,64.3,2957.89,6,3.0,3.67,85.3,0,0.04037554835366118,4.04,Low Risk,Maintain - Standard Service,706.8,Add Streaming Services
3143-JQEGI,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Month-to-month,No,Electronic check,88.35,1222.8,Yes,48,56.66,2719.55,6,6.0,3.0,74.4,1,0.9969591737714372,99.7,High Risk,Urgent - Retention Campaign,1060.1999999999998,None
6386-SZZKH,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,50,59.63,2981.34,6,5.0,3.2,86.4,1,0.9975180375180217,99.75,High Risk,Urgent - Retention Campaign,1295.4,None
3327-YBAKM,Female,0,Yes,No,64,Yes,No,Fiber optic,One year,Yes,Mailed check,96.9,6314.35,No,31,59.21,1835.48,6,3.0,3.67,81.1,0,0.11334352495813936,11.33,Low Risk,Maintain - Standard Service,1162.8000000000002,None
9441-QHEVC,Male,0,No,No,1,Yes,No,No,Month-to-month,No,Mailed check,19.1,19.1,No,10,56.66,566.62,6,3.0,3.67,51.0,0,0.0994217249226228,9.94,Low Risk,Maintain - Standard Service,229.20000000000002,Add Protection Bundle; Add Tech Support
6705-LNMDD,Male,0,No,No,20,Yes,No,DSL,Month-to-month,No,Mailed check,50.0,1003.05,No,14,51.44,720.23,5,0.0,5.0,59.0,0,0.0025935873617423614,0.26,Low Risk,Maintain - Standard Service,600.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2580-ASVVY,Female,0,Yes,No,37,No,No phone service,DSL,Two year,No,Electronic check,45.4,1593.1,No,9,71.02,639.19,5,3.0,3.0,52.7,0,0.00955656940499462,0.96,Low Risk,Maintain - Standard Service,544.8,None
3370-GQEAL,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,85.45,2509.95,No,41,66.92,2743.86,6,1.0,4.0,78.9,0,0.007004534918542697,0.7,Low Risk,Maintain - Standard Service,1025.4,Add Protection Bundle; Upgrade to Annual Contract
5032-USPKF,Female,0,No,No,38,Yes,Yes,DSL,One year,No,Bank transfer (automatic),84.1,3187.65,No,49,59.68,2924.33,6,2.0,3.5,84.0,0,0.0239082216776168,2.39,Low Risk,Maintain - Standard Service,1009.1999999999999,None
2982-IHMFT,Female,1,No,No,1,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,20,59.82,1196.4,6,4.0,2.75,53.3,1,0.9968455272215968,99.68,High Risk,Urgent - Retention Campaign,893.4000000000001,None
3521-SYVOR,Female,0,No,No,37,Yes,No,DSL,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,39,71.72,2797.01,6,6.0,2.33,73.0,1,0.9949305518043193,99.49,High Risk,Urgent - Retention Campaign,777.0,None
4254-QPEDE,Female,0,Yes,No,52,No,No phone service,DSL,Two year,No,Credit card (automatic),66.25,3330.1,No,31,66.2,2052.15,6,0.0,5.0,83.0,0,0.002405328787473733,0.24,Low Risk,Maintain - Standard Service,795.0,None
6283-GITPX,Male,0,No,Yes,71,Yes,No,DSL,Two year,Yes,Credit card (automatic),76.9,5522.7,No,37,61.88,2289.71,6,1.0,5.0,91.9,0,0.003704851237003162,0.37,Low Risk,Maintain - Standard Service,922.8000000000001,None
9526-JAWYF,Male,0,No,No,26,Yes,No,Fiber optic,Month-to-month,No,Electronic check,89.8,2335.3,Yes,20,42.6,851.91,6,7.0,2.86,60.7,1,0.9965596043807193,99.66,High Risk,Urgent - Retention Campaign,1077.6,None
0771-CHWSK,Male,0,No,No,66,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),74.6,4798.4,No,26,68.13,1771.47,6,0.0,5.0,83.9,0,0.005498634127921234,0.55,Low Risk,Maintain - Standard Service,895.1999999999999,None
9788-HNGUT,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),116.95,8594.4,No,46,57.92,2664.26,6,0.0,5.0,97.6,0,0.0032789841788438455,0.33,Low Risk,Maintain - Standard Service,1403.4,None
9495-REDIY,Male,0,No,Yes,25,No,No phone service,DSL,One year,Yes,Credit card (automatic),40.65,970.55,No,18,62.4,1123.25,6,1.0,3.0,59.7,0,0.005283712824850852,0.53,Low Risk,Maintain - Standard Service,487.79999999999995,Add Protection Bundle
5375-XLDOF,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.35,7665.8,No,27,64.94,1753.4,6,1.0,2.0,73.4,0,0.005754453379627641,0.58,Low Risk,Maintain - Standard Service,1372.1999999999998,None
1172-VIYBP,Male,0,Yes,Yes,53,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),69.7,3686.05,No,46,61.26,2818.13,6,0.0,5.0,92.3,0,0.0030048081143367474,0.3,Low Risk,Maintain - Standard Service,836.4000000000001,None
5649-VUKMC,Female,0,No,No,12,Yes,No,Fiber optic,One year,No,Mailed check,95.5,1115.15,Yes,18,59.5,1070.95,6,3.0,2.0,52.1,0,0.2974346917448833,29.74,Low Risk,Maintain - Standard Service,1146.0,Add Tech Support
6559-PDZLR,Male,0,No,No,26,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,98.65,2537.0,No,44,53.86,2369.82,6,0.0,5.0,83.6,0,0.0031015634103945737,0.31,Low Risk,Maintain - Standard Service,1183.8000000000002,Upgrade to Annual Contract
8992-OBVDG,Male,0,No,No,21,Yes,No,DSL,Month-to-month,No,Mailed check,61.65,1393.6,No,41,61.05,2502.88,6,3.0,3.67,75.1,0,0.15500126041984474,15.5,Low Risk,Maintain - Standard Service,739.8,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
4273-MBHYA,Female,0,No,Yes,1,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,89.35,89.35,No,15,65.16,977.37,6,3.0,1.33,44.6,0,0.31075525105210844,31.08,Medium Risk,Monitor - Check-in Call,1072.1999999999998,None
4724-WXVWF,Male,0,No,No,48,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.4,4445.3,No,27,51.3,1385.23,5,3.0,4.67,73.2,0,0.38338921899420475,38.34,Medium Risk,Monitor - Check-in Call,1144.8000000000002,None
5701-GUXDC,Female,0,Yes,No,26,No,No phone service,DSL,One year,No,Credit card (automatic),35.4,978.6,No,16,74.52,1192.35,6,1.0,4.0,62.8,0,0.0034243419459798062,0.34,Low Risk,Maintain - Standard Service,424.79999999999995,Add Protection Bundle; Add Streaming Services
1460-UZPRJ,Male,0,Yes,No,60,Yes,No,No,Two year,No,Mailed check,19.95,1258.15,No,18,71.42,1285.52,6,1.0,2.0,65.5,0,0.002160989804161893,0.22,Low Risk,Maintain - Standard Service,239.39999999999998,Add Protection Bundle
6082-GLJIX,Male,0,No,No,18,Yes,No,No,Month-to-month,No,Mailed check,19.25,331.35,No,8,66.99,535.95,6,2.0,3.5,53.8,0,0.04169178156392798,4.17,Low Risk,Maintain - Standard Service,231.0,Add Protection Bundle; Upgrade to Annual Contract
5143-EGQFK,Female,1,No,No,10,No,No phone service,DSL,Month-to-month,Yes,Electronic check,29.65,291.4,Yes,19,66.46,1262.65,6,7.0,3.29,57.3,1,0.997003541813985,99.7,High Risk,Urgent - Retention Campaign,355.79999999999995,None
4919-IKATY,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.5,453.75,Yes,12,61.87,742.4,6,8.0,3.12,51.1,1,0.9966870916279089,99.67,High Risk,Urgent - Retention Campaign,1014.0,None
2495-TTHBQ,Female,0,No,Yes,4,Yes,No,No,One year,Yes,Mailed check,20.4,84.75,No,7,59.64,417.47,5,3.0,2.67,41.0,0,0.017716057080880927,1.77,Low Risk,Maintain - Standard Service,244.79999999999998,Add Protection Bundle; Add Tech Support
0485-ZBSLN,Male,0,Yes,Yes,65,Yes,Yes,No,Two year,No,Credit card (automatic),24.75,1715.1,No,13,55.82,725.65,6,0.0,5.0,75.9,0,0.0019332834984217837,0.19,Low Risk,Maintain - Standard Service,297.0,Add Protection Bundle
3810-PJUHR,Male,0,Yes,Yes,70,Yes,Yes,No,Two year,No,Mailed check,25.35,1715.15,No,18,63.71,1146.74,6,2.0,3.5,74.2,0,0.006140136687516457,0.61,Low Risk,Maintain - Standard Service,304.20000000000005,Add Protection Bundle
9050-QLROH,Male,0,No,No,18,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,24,55.59,1334.18,6,3.0,3.0,61.4,1,0.6234320392655116,62.34,High Risk,High Priority - Engagement Outreach,1088.4,None
0847-HGRML,Male,0,No,Yes,62,Yes,No,No,Two year,No,Bank transfer (automatic),20.0,1250.1,No,5,63.76,318.82,4,2.0,4.5,58.2,0,0.00573051763204289,0.57,Low Risk,Maintain - Standard Service,240.0,Add Protection Bundle
8232-CTLKO,Female,0,Yes,Yes,66,Yes,No,DSL,Two year,Yes,Electronic check,59.75,3996.8,No,34,46.24,1572.33,6,2.0,2.5,78.7,0,0.03241657146717734,3.24,Low Risk,Maintain - Standard Service,717.0,Add Protection Bundle
9227-YBAXE,Female,0,Yes,Yes,65,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),82.5,5215.1,No,30,52.43,1572.84,6,1.0,3.0,78.1,0,0.003707938985586231,0.37,Low Risk,Maintain - Standard Service,990.0,None
6168-WFVVF,Female,1,No,No,3,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,70.3,235.5,Yes,17,65.99,1121.91,5,4.0,3.0,48.0,1,0.99611500639447,99.61,High Risk,Urgent - Retention Campaign,843.5999999999999,None
9860-LISIZ,Female,0,No,No,34,Yes,No,No,Month-to-month,No,Mailed check,20.35,673.2,No,7,75.58,529.09,5,2.0,4.0,54.6,0,0.011135506537780783,1.11,Low Risk,Maintain - Standard Service,244.20000000000002,Add Protection Bundle; Upgrade to Annual Contract
0112-QAWRZ,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,No,24,52.84,1268.15,6,3.0,2.33,58.2,0,0.1966297152313268,19.66,Low Risk,Maintain - Standard Service,1089.6,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
0877-SDMBN,Female,0,No,No,54,Yes,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),103.95,5639.05,Yes,29,67.91,1969.45,6,3.0,4.0,78.4,0,0.4170360158426403,41.7,Medium Risk,Monitor - Check-in Call,1247.4,None
2786-GCDPI,Female,1,No,No,50,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.95,5222.35,No,27,52.07,1406.0,6,3.0,2.33,69.4,0,0.2824373945558268,28.24,Low Risk,Maintain - Standard Service,1259.4,Upgrade to Annual Contract
4043-MKDTV,Male,0,Yes,No,71,Yes,No,Fiber optic,Two year,Yes,Electronic check,105.25,7291.75,No,47,53.63,2520.42,6,2.0,1.5,83.9,0,0.049435851590059254,4.94,Low Risk,Maintain - Standard Service,1263.0,None
8065-YKXKD,Female,0,No,No,10,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,15,63.47,952.08,6,8.0,2.38,51.3,1,0.9958295801256338,99.58,High Risk,Urgent - Retention Campaign,897.0,None
9637-EIHEQ,Female,0,No,No,1,Yes,No,DSL,Month-to-month,Yes,Electronic check,50.8,50.8,Yes,13,55.31,719.05,6,8.0,3.0,50.1,1,0.9974253362624084,99.74,High Risk,Urgent - Retention Campaign,609.5999999999999,None
9229-RQABD,Male,0,No,No,18,Yes,Yes,No,One year,No,Mailed check,23.75,424.5,No,15,60.45,906.79,6,2.0,4.0,60.0,0,0.01497850805316624,1.5,Low Risk,Maintain - Standard Service,285.0,Add Protection Bundle
8313-KTIHG,Male,0,No,No,4,Yes,No,DSL,Month-to-month,Yes,Electronic check,61.3,249.4,No,16,60.34,965.36,4,3.0,2.67,41.4,0,0.34230513692319836,34.23,Medium Risk,Monitor - Check-in Call,735.5999999999999,None
5320-BRKGK,Female,0,Yes,Yes,58,Yes,Yes,DSL,Two year,No,Mailed check,75.8,4415.75,No,22,74.81,1645.71,6,0.0,5.0,79.3,0,0.002022486363357984,0.2,Low Risk,Maintain - Standard Service,909.5999999999999,None
6284-KMNUF,Female,0,Yes,No,56,Yes,Yes,Fiber optic,One year,Yes,Electronic check,98.0,5270.6,No,48,61.12,2933.78,6,3.0,1.33,79.7,0,0.08136291199491308,8.14,Low Risk,Maintain - Standard Service,1176.0,Add Tech Support
9689-PTNPG,Male,0,No,No,2,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,80.25,144.55,Yes,17,67.26,1143.45,6,3.0,3.0,52.8,1,0.8584646796835326,85.85,High Risk,Urgent - Retention Campaign,963.0,None
9465-RWMXL,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,36,63.61,2290.12,6,8.0,3.25,73.5,1,0.9964330920961729,99.64,High Risk,Urgent - Retention Campaign,946.8000000000001,None
6229-UOLQL,Male,0,Yes,Yes,56,No,No phone service,DSL,One year,Yes,Mailed check,52.0,2884.9,No,22,47.66,1048.49,6,3.0,2.67,69.4,0,0.014426291419794488,1.44,Low Risk,Maintain - Standard Service,624.0,None
2362-IBOOY,Male,0,No,No,36,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,35,57.14,2000.07,6,7.0,3.14,73.6,1,0.9959787235966773,99.6,High Risk,Urgent - Retention Campaign,1017.0,None
3137-LUPIX,Female,0,No,No,4,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,64.4,253.0,No,10,58.74,587.35,4,1.0,5.0,47.1,0,0.0035654906847025786,0.36,Low Risk,Maintain - Standard Service,772.8000000000001,Add Protection Bundle
0843-WTBXE,Male,0,No,No,53,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes,50,63.3,3164.79,6,6.0,2.0,82.7,1,0.9929807256619058,99.3,High Risk,Urgent - Retention Campaign,1025.4,None
6143-JQKEA,Male,0,No,No,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),45.8,436.2,No,14,56.09,785.3,6,1.0,3.0,53.2,0,0.004015720563015769,0.4,Low Risk,Maintain - Standard Service,549.5999999999999,Add Protection Bundle; Add Streaming Services
8676-OOQEJ,Male,0,No,No,4,No,No phone service,DSL,Month-to-month,No,Electronic check,30.5,118.4,No,5,56.14,280.68,3,2.0,2.5,29.1,0,0.1381881102594498,13.82,Low Risk,Maintain - Standard Service,366.0,Add Protection Bundle; Add Streaming Services
5515-IDEJJ,Male,0,Yes,Yes,1,Yes,No,No,Month-to-month,No,Mailed check,19.9,19.9,Yes,9,69.33,623.93,5,7.0,2.43,40.4,1,0.9973722586280581,99.74,High Risk,Urgent - Retention Campaign,238.79999999999998,None
9701-CDXHR,Female,0,Yes,No,51,Yes,No,Fiber optic,Month-to-month,No,Mailed check,69.15,3649.6,No,35,63.86,2235.23,6,2.0,5.0,85.2,0,0.06104180712823353,6.1,Low Risk,Maintain - Standard Service,829.8000000000001,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7450-NWRTR,Male,1,No,No,12,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.45,1200.15,Yes,10,56.12,561.19,4,8.0,2.75,40.3,1,0.9976015437353045,99.76,High Risk,Urgent - Retention Campaign,1193.4,None
8124-NZVGJ,Female,0,No,No,6,No,No phone service,DSL,One year,Yes,Mailed check,49.25,255.6,No,11,54.43,598.72,5,3.0,3.0,45.3,0,0.06162142029940628,6.16,Low Risk,Maintain - Standard Service,591.0,None
2162-FRZAA,Male,0,Yes,Yes,63,No,No phone service,DSL,Two year,No,Bank transfer (automatic),39.35,2395.05,No,17,54.16,920.73,4,2.0,2.5,57.7,0,0.006729611123977301,0.67,Low Risk,Maintain - Standard Service,472.20000000000005,Add Streaming Services
