ticketID,customerID,date,issue_type,resolution_time,satisfaction_score,status
TKT54430,2982-IHMFT,2025-09-29,login_issue,7,1,escalated
TKT87490,2982-IHMFT,2025-09-29,feature_request,25,4,open
TKT89325,2982-IHMFT,2025-09-29,billing,35,2,escalated
TKT26331,3521-SYVOR,2025-09-29,feature_request,4,1,escalated
TKT45480,3521-SYVOR,2025-09-29,billing,40,4,open
TKT91915,3521-SYVOR,2025-09-29,performance,25,2,resolved
TKT22050,3521-SYVOR,2025-09-29,technical,67,1,resolved
TKT88678,3521-SYVOR,2025-09-29,feature_request,1,1,open
TKT49102,3521-SYVOR,2025-09-29,feature_request,2,5,open
TKT65991,6283-GITPX,2025-09-29,feature_request,7,5,resolved
TKT37801,9526-JAWYF,2025-09-29,login_issue,31,2,escalated
TKT32343,9526-JAWYF,2025-09-29,performance,45,4,escalated
TKT35564,9526-JAWYF,2025-09-29,billing,17,1,open
TKT72954,9526-JAWYF,2025-09-29,feature_request,35,4,open
TKT74011,9526-JAWYF,2025-09-29,performance,15,2,escalated
TKT93461,9526-JAWYF,2025-09-29,technical,54,4,open
TKT36554,9526-JAWYF,2025-09-29,login_issue,43,3,escalated
TKT34222,9495-REDIY,2025-09-29,login_issue,48,3,escalated
TKT19577,5375-XLDOF,2025-09-29,technical,80,2,resolved
TKT57090,5649-VUKMC,2025-09-29,login_issue,34,2,escalated
TKT18816,5649-VUKMC,2025-09-29,performance,15,2,resolved
TKT68022,5649-VUKMC,2025-09-29,login_issue,19,2,escalated
TKT91342,8992-OBVDG,2025-09-29,performance,22,2,resolved
TKT86983,8992-OBVDG,2025-09-29,login_issue,8,5,resolved
TKT91606,8992-OBVDG,2025-09-29,technical,78,4,resolved
TKT38560,4273-MBHYA,2025-09-29,billing,47,1,escalated
TKT63514,4273-MBHYA,2025-09-29,technical,27,2,resolved
TKT94620,4273-MBHYA,2025-09-29,technical,87,1,resolved
TKT87997,4724-WXVWF,2025-09-29,login_issue,47,5,resolved
TKT37335,4724-WXVWF,2025-09-29,performance,20,5,escalated
TKT19995,4724-WXVWF,2025-09-29,billing,12,4,escalated
TKT19904,5701-GUXDC,2025-09-29,technical,92,4,open
TKT22533,1460-UZPRJ,2025-09-29,billing,22,2,resolved
TKT16305,6082-GLJIX,2025-09-29,billing,42,3,resolved
TKT35091,6082-GLJIX,2025-09-29,performance,24,4,escalated
TKT35815,5143-EGQFK,2025-09-29,login_issue,34,4,escalated
TKT95482,5143-EGQFK,2025-09-29,feature_request,44,4,resolved
TKT48286,5143-EGQFK,2025-09-29,feature_request,46,4,escalated
TKT69417,5143-EGQFK,2025-09-29,technical,45,5,resolved
TKT69012,5143-EGQFK,2025-09-29,performance,7,3,escalated
TKT75256,5143-EGQFK,2025-09-29,performance,15,1,escalated
TKT63265,5143-EGQFK,2025-09-29,login_issue,1,2,open
TKT51419,4919-IKATY,2025-09-29,billing,11,5,resolved
TKT17470,4919-IKATY,2025-09-29,billing,29,4,escalated
TKT11895,4919-IKATY,2025-09-29,performance,40,5,open
TKT67949,4919-IKATY,2025-09-29,billing,31,3,resolved
TKT48073,4919-IKATY,2025-09-29,billing,44,2,escalated
TKT80787,4919-IKATY,2025-09-29,feature_request,1,1,escalated
TKT47155,4919-IKATY,2025-09-29,billing,14,4,resolved
TKT53251,4919-IKATY,2025-09-29,performance,13,1,resolved
TKT86360,2495-TTHBQ,2025-09-29,login_issue,48,4,open
TKT12704,2495-TTHBQ,2025-09-29,technical,24,2,open
TKT32033,2495-TTHBQ,2025-09-29,billing,8,2,open
TKT83449,3810-PJUHR,2025-09-29,billing,11,2,escalated
TKT15094,3810-PJUHR,2025-09-29,performance,8,5,escalated
TKT58192,9050-QLROH,2025-09-29,feature_request,35,2,open
TKT89481,9050-QLROH,2025-09-29,technical,53,5,resolved
TKT13605,9050-QLROH,2025-09-29,feature_request,36,2,escalated
TKT18353,0847-HGRML,2025-09-29,login_issue,22,4,open
TKT24810,0847-HGRML,2025-09-29,performance,47,5,open
TKT36360,8232-CTLKO,2025-09-29,billing,25,1,escalated
TKT72203,8232-CTLKO,2025-09-29,login_issue,18,4,open
TKT29787,9227-YBAXE,2025-09-29,performance,2,3,escalated
TKT82933,6168-WFVVF,2025-09-29,login_issue,16,2,open
TKT78753,6168-WFVVF,2025-09-29,billing,40,3,open
TKT54301,6168-WFVVF,2025-09-29,performance,40,3,open
TKT68674,6168-WFVVF,2025-09-29,billing,23,4,resolved
TKT83642,9860-LISIZ,2025-09-29,login_issue,8,4,resolved
TKT77819,9860-LISIZ,2025-09-29,feature_request,40,4,open
TKT15442,0112-QAWRZ,2025-09-29,billing,11,2,escalated
TKT21947,0112-QAWRZ,2025-09-29,login_issue,1,1,resolved
TKT83869,0112-QAWRZ,2025-09-29,performance,3,4,escalated
TKT22037,0877-SDMBN,2025-09-29,technical,44,3,resolved
TKT45633,0877-SDMBN,2025-09-29,login_issue,4,5,open
TKT97018,0877-SDMBN,2025-09-29,billing,43,4,open
TKT41852,2786-GCDPI,2025-09-29,feature_request,3,2,escalated
TKT52160,2786-GCDPI,2025-09-29,login_issue,27,2,open
TKT94616,2786-GCDPI,2025-09-29,technical,71,3,resolved
TKT99916,4043-MKDTV,2025-09-29,billing,35,2,resolved
TKT13131,4043-MKDTV,2025-09-29,technical,44,1,escalated
TKT15757,8065-YKXKD,2025-09-29,performance,47,4,escalated
TKT27436,8065-YKXKD,2025-09-29,feature_request,15,4,open
TKT20173,8065-YKXKD,2025-09-29,feature_request,2,1,open
TKT24931,8065-YKXKD,2025-09-29,feature_request,17,1,escalated
TKT12430,8065-YKXKD,2025-09-29,billing,25,1,resolved
TKT43377,8065-YKXKD,2025-09-29,technical,32,1,resolved
TKT10398,8065-YKXKD,2025-09-29,login_issue,39,2,escalated
TKT98545,8065-YKXKD,2025-09-29,login_issue,38,5,open
TKT26974,9637-EIHEQ,2025-09-29,billing,38,1,open
TKT77460,9637-EIHEQ,2025-09-29,technical,39,3,escalated
TKT10231,9637-EIHEQ,2025-09-29,performance,26,4,open
TKT13925,9637-EIHEQ,2025-09-29,billing,38,4,resolved
TKT34186,9637-EIHEQ,2025-09-29,feature_request,12,5,resolved
TKT29039,9637-EIHEQ,2025-09-29,performance,11,5,resolved
TKT83435,9637-EIHEQ,2025-09-29,feature_request,7,1,open
TKT20961,9637-EIHEQ,2025-09-29,performance,40,1,escalated
TKT89739,9229-RQABD,2025-09-29,login_issue,46,5,resolved
TKT81518,9229-RQABD,2025-09-29,login_issue,5,3,open
TKT67163,8313-KTIHG,2025-09-29,performance,3,2,open
TKT98364,8313-KTIHG,2025-09-29,billing,17,5,resolved
TKT77101,8313-KTIHG,2025-09-29,technical,96,1,resolved
TKT90865,6284-KMNUF,2025-09-29,feature_request,12,2,resolved
TKT42337,6284-KMNUF,2025-09-29,billing,32,1,resolved
TKT52860,6284-KMNUF,2025-09-29,technical,65,1,open
TKT44283,9689-PTNPG,2025-09-29,login_issue,7,4,resolved
TKT91789,9689-PTNPG,2025-09-29,performance,43,1,escalated
TKT60280,9689-PTNPG,2025-09-29,billing,6,4,resolved
TKT23969,9465-RWMXL,2025-09-29,login_issue,37,5,open
TKT69059,9465-RWMXL,2025-09-29,technical,42,1,open
TKT13989,9465-RWMXL,2025-09-29,performance,8,3,resolved
TKT98664,9465-RWMXL,2025-09-29,performance,36,5,open
TKT80290,9465-RWMXL,2025-09-29,performance,2,2,open
TKT84464,9465-RWMXL,2025-09-29,login_issue,9,4,resolved
TKT88365,9465-RWMXL,2025-09-29,technical,67,2,resolved
TKT34971,9465-RWMXL,2025-09-29,feature_request,1,4,resolved
TKT99268,6229-UOLQL,2025-09-29,billing,3,3,resolved
TKT56201,6229-UOLQL,2025-09-29,login_issue,42,1,escalated
TKT52471,6229-UOLQL,2025-09-29,technical,42,4,escalated
TKT15382,2362-IBOOY,2025-09-29,feature_request,44,2,escalated
TKT14309,2362-IBOOY,2025-09-29,login_issue,2,5,open
TKT48915,2362-IBOOY,2025-09-29,feature_request,22,1,escalated
TKT91127,2362-IBOOY,2025-09-29,login_issue,16,2,escalated
TKT64451,2362-IBOOY,2025-09-29,feature_request,2,4,open
TKT86829,2362-IBOOY,2025-09-29,login_issue,20,5,open
TKT29471,2362-IBOOY,2025-09-29,technical,41,3,escalated
TKT28210,3137-LUPIX,2025-09-29,billing,9,5,escalated
TKT67620,0843-WTBXE,2025-09-29,technical,30,2,resolved
TKT46779,0843-WTBXE,2025-09-29,billing,48,2,escalated
TKT42418,0843-WTBXE,2025-09-29,billing,14,1,escalated
TKT91322,0843-WTBXE,2025-09-29,billing,3,1,resolved
TKT80067,0843-WTBXE,2025-09-29,login_issue,34,2,open
TKT63583,0843-WTBXE,2025-09-29,login_issue,35,4,resolved
TKT85042,6143-JQKEA,2025-09-29,performance,26,3,resolved
TKT97869,8676-OOQEJ,2025-09-29,billing,14,3,escalated
TKT48345,8676-OOQEJ,2025-09-29,performance,22,2,resolved
TKT80401,5515-IDEJJ,2025-09-29,feature_request,18,5,open
TKT12235,5515-IDEJJ,2025-09-29,technical,48,4,escalated
TKT76248,5515-IDEJJ,2025-09-29,billing,20,1,open
TKT44328,5515-IDEJJ,2025-09-29,billing,15,1,open
TKT59005,5515-IDEJJ,2025-09-29,technical,40,3,resolved
TKT11957,5515-IDEJJ,2025-09-29,login_issue,29,2,escalated
TKT91927,5515-IDEJJ,2025-09-29,performance,15,1,open
TKT26765,9701-CDXHR,2025-09-29,performance,10,5,escalated
TKT24224,9701-CDXHR,2025-09-29,feature_request,42,5,resolved
TKT43640,7450-NWRTR,2025-09-29,login_issue,15,3,open
TKT92795,7450-NWRTR,2025-09-29,login_issue,28,1,open
TKT83179,7450-NWRTR,2025-09-29,performance,43,4,open
TKT61816,7450-NWRTR,2025-09-29,feature_request,22,3,escalated
TKT18644,7450-NWRTR,2025-09-29,performance,10,5,resolved
TKT33460,7450-NWRTR,2025-09-29,feature_request,1,1,open
TKT87488,7450-NWRTR,2025-09-29,billing,1,4,open
TKT65326,7450-NWRTR,2025-09-29,performance,14,1,escalated
TKT13078,8124-NZVGJ,2025-09-29,billing,13,3,open
TKT73443,8124-NZVGJ,2025-09-29,billing,14,4,open
TKT25906,8124-NZVGJ,2025-09-29,technical,79,2,open
TKT65435,2162-FRZAA,2025-09-29,technical,62,4,escalated
TKT33244,2162-FRZAA,2025-09-29,performance,39,1,resolved
TKT70077,5376-DEQCP,2025-09-29,billing,11,4,open
TKT40367,5376-DEQCP,2025-09-29,billing,11,2,escalated
TKT89538,5376-DEQCP,2025-09-29,performance,6,1,resolved
TKT78976,5376-DEQCP,2025-09-29,billing,9,2,resolved
TKT50474,5376-DEQCP,2025-09-29,performance,18,2,resolved
TKT15963,5376-DEQCP,2025-09-29,login_issue,13,3,resolved
TKT68250,5118-MUEYH,2025-09-29,feature_request,13,2,escalated
TKT21378,5118-MUEYH,2025-09-29,feature_request,2,2,open
TKT75829,5118-MUEYH,2025-09-29,login_issue,1,3,open
TKT91999,9095-HFAFX,2025-09-29,feature_request,14,4,escalated
TKT60451,9095-HFAFX,2025-09-29,feature_request,45,4,escalated
TKT96018,9095-HFAFX,2025-09-29,technical,84,1,open
TKT97433,9095-HFAFX,2025-09-29,technical,57,5,resolved
TKT16423,9095-HFAFX,2025-09-29,technical,68,2,escalated
TKT27896,9095-HFAFX,2025-09-29,login_issue,8,1,escalated
TKT57896,9095-HFAFX,2025-09-29,login_issue,9,2,resolved
TKT61107,5627-TVBPP,2025-09-29,performance,19,2,resolved
TKT38239,5627-TVBPP,2025-09-29,feature_request,14,2,escalated
TKT33538,5627-TVBPP,2025-09-29,feature_request,17,3,resolved
TKT49542,2379-ENZGV,2025-09-29,feature_request,31,4,open
TKT50122,2379-ENZGV,2025-09-29,billing,4,3,resolved
TKT55970,2379-ENZGV,2025-09-29,technical,35,2,open
TKT95312,2379-ENZGV,2025-09-29,billing,4,2,open
TKT36444,2379-ENZGV,2025-09-29,performance,18,5,resolved
TKT89091,2379-ENZGV,2025-09-29,billing,13,3,resolved
TKT47274,4067-HLYQI,2025-09-29,billing,27,1,resolved
TKT36153,4067-HLYQI,2025-09-29,billing,31,2,resolved
TKT69508,5124-EOGYE,2025-09-29,login_issue,5,3,escalated
TKT65696,5057-RKGLH,2025-09-29,technical,46,4,open
TKT59214,5057-RKGLH,2025-09-29,login_issue,39,4,resolved
TKT65799,0292-WEGCH,2025-09-29,performance,12,4,escalated
TKT95956,0292-WEGCH,2025-09-29,performance,29,1,resolved
TKT44039,0292-WEGCH,2025-09-29,billing,18,3,escalated
TKT46192,8910-ICHIU,2025-09-29,performance,7,5,open
TKT86208,9715-WZCLW,2025-09-29,feature_request,23,5,open
TKT79286,9786-YWNHU,2025-09-29,technical,80,5,open
TKT50218,9786-YWNHU,2025-09-29,feature_request,36,2,open
TKT41717,9786-YWNHU,2025-09-29,feature_request,19,2,open
TKT15750,6407-GSJNL,2025-09-29,technical,36,2,escalated
TKT71210,6407-GSJNL,2025-09-29,technical,92,5,open
TKT67765,6005-OBZPH,2025-09-29,login_issue,27,3,open
TKT73321,6005-OBZPH,2025-09-29,billing,41,2,open
TKT65426,6005-OBZPH,2025-09-29,login_issue,48,4,open
TKT68379,6005-OBZPH,2025-09-29,billing,11,1,escalated
TKT36331,6005-OBZPH,2025-09-29,billing,30,3,open
TKT47341,6005-OBZPH,2025-09-29,billing,29,5,escalated
TKT10592,6005-OBZPH,2025-09-29,technical,58,4,resolved
TKT15679,6005-OBZPH,2025-09-29,technical,95,1,resolved
TKT40352,4049-ZPALD,2025-09-29,login_issue,9,3,escalated
TKT36381,4049-ZPALD,2025-09-29,performance,15,2,escalated
TKT91552,7932-WPTDS,2025-09-29,billing,13,4,open
TKT85033,7932-WPTDS,2025-09-29,feature_request,14,4,open
TKT72852,7932-WPTDS,2025-09-29,billing,15,5,open
TKT45680,7932-WPTDS,2025-09-29,feature_request,28,1,open
TKT72667,3733-UOCWF,2025-09-29,login_issue,45,2,escalated
TKT91470,3733-UOCWF,2025-09-29,technical,31,2,open
TKT16003,3733-UOCWF,2025-09-29,performance,37,5,open
TKT87786,6833-JMZYP,2025-09-29,login_issue,45,2,resolved
TKT13233,6833-JMZYP,2025-09-29,performance,3,2,open
TKT12380,2722-VOJQL,2025-09-29,performance,33,2,escalated
TKT25192,2722-VOJQL,2025-09-29,performance,32,5,escalated
TKT40902,2722-VOJQL,2025-09-29,billing,29,3,escalated
TKT84476,2722-VOJQL,2025-09-29,feature_request,45,4,open
TKT73000,2722-VOJQL,2025-09-29,feature_request,28,5,escalated
TKT82479,1310-QRITU,2025-09-29,feature_request,1,2,resolved
TKT72513,1310-QRITU,2025-09-29,performance,11,2,open
TKT32542,8961-QDZZJ,2025-09-29,technical,54,3,resolved
TKT21469,9715-SBVSU,2025-09-29,performance,44,2,resolved
TKT50496,9715-SBVSU,2025-09-29,performance,24,1,resolved
TKT21818,9715-SBVSU,2025-09-29,performance,7,1,resolved
TKT87685,8490-BXHEO,2025-09-29,technical,66,1,resolved
TKT28925,8490-BXHEO,2025-09-29,billing,10,4,resolved
TKT36090,8490-BXHEO,2025-09-29,billing,37,4,open
TKT92476,7173-TETGO,2025-09-29,technical,86,2,open
TKT75681,7929-SKFGK,2025-09-29,technical,66,4,open
TKT22047,3563-SVYLG,2025-09-29,performance,16,2,escalated
TKT18014,3563-SVYLG,2025-09-29,performance,3,1,resolved
TKT75684,3563-SVYLG,2025-09-29,performance,35,3,open
TKT89023,5228-EXCET,2025-09-29,login_issue,34,4,escalated
TKT34587,5228-EXCET,2025-09-29,billing,3,5,open
TKT50497,5228-EXCET,2025-09-29,billing,7,1,escalated
TKT22609,5228-EXCET,2025-09-29,billing,21,1,open
TKT25055,5228-EXCET,2025-09-29,billing,26,2,resolved
TKT98902,5228-EXCET,2025-09-29,login_issue,41,4,open
TKT76247,5228-EXCET,2025-09-29,login_issue,40,3,open
TKT91771,5228-EXCET,2025-09-29,login_issue,26,5,escalated
TKT26691,6435-VWCCY,2025-09-29,billing,4,5,escalated
TKT39610,4998-IKFSE,2025-09-29,billing,37,3,resolved
TKT21077,4998-IKFSE,2025-09-29,technical,89,5,open
TKT23528,8630-QSGXK,2025-09-29,login_issue,28,4,open
TKT58356,8630-QSGXK,2025-09-29,performance,27,3,resolved
TKT89580,2455-USLMV,2025-09-29,performance,21,2,escalated
TKT58424,2455-USLMV,2025-09-29,technical,45,1,resolved
TKT29750,2455-USLMV,2025-09-29,performance,43,4,escalated
TKT26895,7394-FKDNK,2025-09-29,billing,48,5,escalated
TKT34878,7394-FKDNK,2025-09-29,technical,73,1,escalated
TKT41636,7394-FKDNK,2025-09-29,technical,72,1,resolved
TKT81177,9488-FVZCC,2025-09-29,feature_request,6,1,open
TKT21438,6331-LWDTQ,2025-09-29,performance,35,5,resolved
TKT82110,6331-LWDTQ,2025-09-29,performance,42,2,resolved
TKT74283,6331-LWDTQ,2025-09-29,performance,1,1,open
TKT25102,6331-LWDTQ,2025-09-29,feature_request,44,5,open
TKT86180,6331-LWDTQ,2025-09-29,feature_request,13,1,resolved
TKT71811,6331-LWDTQ,2025-09-29,performance,3,2,resolved
TKT50683,6331-LWDTQ,2025-09-29,feature_request,37,1,open
TKT51002,6331-LWDTQ,2025-09-29,technical,65,4,resolved
TKT79957,5995-WWKKG,2025-09-29,login_issue,35,2,escalated
TKT36493,1597-FZREH,2025-09-29,feature_request,41,2,open
TKT11402,1597-FZREH,2025-09-29,login_issue,35,2,open
TKT60963,1597-FZREH,2025-09-29,login_issue,22,3,open
TKT52047,1597-FZREH,2025-09-29,login_issue,27,1,escalated
TKT93805,1597-FZREH,2025-09-29,login_issue,8,4,resolved
TKT56370,1597-FZREH,2025-09-29,performance,46,3,open
TKT88462,7879-CGSFV,2025-09-29,performance,28,4,escalated
TKT58794,7879-CGSFV,2025-09-29,billing,37,3,resolved
TKT12480,7879-CGSFV,2025-09-29,billing,1,2,open
TKT95932,9921-EZKBY,2025-09-29,login_issue,21,2,open
TKT96704,7000-WCEVQ,2025-09-29,technical,51,5,open
TKT85725,7000-WCEVQ,2025-09-29,feature_request,2,3,resolved
TKT97804,7000-WCEVQ,2025-09-29,feature_request,9,2,open
TKT47543,7000-WCEVQ,2025-09-29,billing,29,5,resolved
TKT12517,0727-IWKVK,2025-09-29,feature_request,20,3,resolved
TKT16352,0727-IWKVK,2025-09-29,login_issue,45,2,open
TKT15022,5959-BELXA,2025-09-29,performance,30,3,resolved
TKT20962,5959-BELXA,2025-09-29,billing,41,3,resolved
TKT33854,4456-RHSNB,2025-09-29,billing,17,1,resolved
TKT35373,3512-IZIKN,2025-09-29,feature_request,26,3,open
TKT17823,3512-IZIKN,2025-09-29,billing,44,1,resolved
TKT62527,3512-IZIKN,2025-09-29,billing,16,5,resolved
TKT66809,3512-IZIKN,2025-09-29,technical,75,5,resolved
TKT99251,3512-IZIKN,2025-09-29,technical,50,5,resolved
TKT69898,3512-IZIKN,2025-09-29,login_issue,44,1,escalated
TKT91184,7109-MFBYV,2025-09-29,technical,67,5,resolved
TKT96069,1833-TCXKK,2025-09-29,feature_request,19,5,escalated
TKT44189,1833-TCXKK,2025-09-29,feature_request,19,4,resolved
TKT64210,1833-TCXKK,2025-09-29,login_issue,48,2,open
TKT44018,1832-PEUTS,2025-09-29,feature_request,14,5,escalated
TKT55953,1832-PEUTS,2025-09-29,technical,91,4,escalated
TKT44558,1832-PEUTS,2025-09-29,login_issue,43,3,escalated
TKT98191,6141-OOXUQ,2025-09-29,performance,47,5,escalated
TKT96446,6141-OOXUQ,2025-09-29,login_issue,5,3,open
TKT69237,6141-OOXUQ,2025-09-29,feature_request,6,3,resolved
TKT39387,6141-OOXUQ,2025-09-29,performance,42,5,resolved
TKT96279,6141-OOXUQ,2025-09-29,login_issue,1,5,resolved
TKT68430,6141-OOXUQ,2025-09-29,feature_request,3,4,open
TKT62155,8660-BUETV,2025-09-29,feature_request,12,3,resolved
TKT18583,0580-PIQHM,2025-09-29,login_issue,8,4,escalated
TKT94339,0580-PIQHM,2025-09-29,performance,31,1,escalated
TKT48966,0580-PIQHM,2025-09-29,billing,35,4,escalated
TKT50758,5696-CEIQJ,2025-09-29,login_issue,13,5,escalated
TKT21135,7503-ZGUZJ,2025-09-29,feature_request,23,1,escalated
TKT56547,7503-ZGUZJ,2025-09-29,performance,30,1,open
TKT55922,7503-ZGUZJ,2025-09-29,performance,5,1,resolved
TKT75939,7503-ZGUZJ,2025-09-29,technical,31,4,open
TKT14530,7503-ZGUZJ,2025-09-29,technical,40,2,resolved
TKT40923,7503-ZGUZJ,2025-09-29,billing,14,2,resolved
TKT12920,1696-HXOWK,2025-09-29,login_issue,37,2,open
TKT60684,1696-HXOWK,2025-09-29,login_issue,8,2,open
TKT40376,3026-ATZYV,2025-09-29,feature_request,9,2,escalated
TKT78459,3026-ATZYV,2025-09-29,login_issue,48,3,resolved
TKT34680,3026-ATZYV,2025-09-29,billing,1,1,escalated
TKT95832,4012-YCFAI,2025-09-29,feature_request,7,5,resolved
TKT59918,4012-YCFAI,2025-09-29,feature_request,18,3,open
TKT48087,2506-TNFCO,2025-09-29,performance,48,1,escalated
TKT80004,2506-TNFCO,2025-09-29,billing,47,3,open
TKT47825,2506-TNFCO,2025-09-29,technical,82,2,open
TKT34412,8718-PTMEZ,2025-09-29,billing,17,2,resolved
TKT89666,8718-PTMEZ,2025-09-29,login_issue,12,2,resolved
TKT50203,9496-IVVRP,2025-09-29,login_issue,28,5,open
TKT64985,9496-IVVRP,2025-09-29,billing,6,5,escalated
TKT71540,9496-IVVRP,2025-09-29,feature_request,10,5,resolved
TKT34557,2207-OBZNX,2025-09-29,feature_request,27,5,escalated
TKT65304,2207-OBZNX,2025-09-29,billing,11,1,escalated
TKT12346,2207-OBZNX,2025-09-29,billing,18,4,escalated
TKT10388,2207-OBZNX,2025-09-29,performance,7,4,open
TKT10981,2207-OBZNX,2025-09-29,performance,46,4,open
TKT24246,2657-VPXTA,2025-09-29,billing,48,4,open
TKT32267,6551-VLJMV,2025-09-29,performance,22,4,open
TKT31932,6551-VLJMV,2025-09-29,technical,39,2,escalated
TKT45979,1221-GHZEP,2025-09-29,performance,45,5,escalated
TKT44117,9289-LBQVU,2025-09-29,login_issue,8,1,resolved
TKT26154,6142-VSJQO,2025-09-29,login_issue,44,4,escalated
TKT23023,6142-VSJQO,2025-09-29,performance,28,1,resolved
TKT60313,6142-VSJQO,2025-09-29,performance,46,4,escalated
TKT44428,3458-IDMFK,2025-09-29,performance,22,2,open
TKT96179,3458-IDMFK,2025-09-29,technical,41,5,open
TKT35821,6933-FHBZC,2025-09-29,feature_request,23,5,escalated
TKT44642,9770-KXGQU,2025-09-29,performance,29,1,resolved
TKT85818,6437-UKHMV,2025-09-29,login_issue,37,4,resolved
TKT89454,6437-UKHMV,2025-09-29,billing,39,4,resolved
TKT53178,6437-UKHMV,2025-09-29,performance,27,4,resolved
TKT41121,6437-UKHMV,2025-09-29,login_issue,17,1,resolved
TKT68980,6538-POCHL,2025-09-29,billing,31,4,escalated
TKT76723,6538-POCHL,2025-09-29,login_issue,3,3,escalated
TKT79145,3002-WQZWT,2025-09-29,feature_request,33,5,escalated
TKT74755,4277-UDIEF,2025-09-29,login_issue,33,1,resolved
TKT27289,1208-NBVFH,2025-09-29,billing,41,5,escalated
TKT17792,1208-NBVFH,2025-09-29,feature_request,7,1,open
TKT60949,1208-NBVFH,2025-09-29,feature_request,47,3,resolved
TKT27363,4912-PIGUY,2025-09-29,feature_request,5,4,escalated
TKT71169,4912-PIGUY,2025-09-29,performance,47,1,escalated
TKT36984,4912-PIGUY,2025-09-29,billing,36,1,resolved
TKT48710,1114-CENIM,2025-09-29,billing,13,4,escalated
TKT99631,1114-CENIM,2025-09-29,login_issue,29,3,escalated
TKT75897,1114-CENIM,2025-09-29,billing,11,2,escalated
TKT84306,6060-DRTNL,2025-09-29,performance,48,2,escalated
TKT79426,6060-DRTNL,2025-09-29,feature_request,10,4,escalated
TKT52101,6060-DRTNL,2025-09-29,technical,90,3,escalated
TKT41082,6060-DRTNL,2025-09-29,login_issue,14,5,escalated
TKT20919,6060-DRTNL,2025-09-29,login_issue,41,1,open
TKT52342,6060-DRTNL,2025-09-29,billing,40,4,resolved
TKT92277,6060-DRTNL,2025-09-29,feature_request,37,5,escalated
TKT48401,2725-TTRIQ,2025-09-29,login_issue,42,2,resolved
TKT40863,2725-TTRIQ,2025-09-29,performance,43,5,resolved
TKT26155,2725-TTRIQ,2025-09-29,login_issue,45,4,open
TKT78727,3374-TTZTK,2025-09-29,login_issue,9,3,resolved
TKT94412,3374-TTZTK,2025-09-29,feature_request,29,3,open
TKT19207,8990-ZXLSU,2025-09-29,login_issue,38,5,open
TKT36249,8990-ZXLSU,2025-09-29,billing,25,4,resolved
TKT35404,2275-RBYQS,2025-09-29,performance,43,1,open
TKT14395,2275-RBYQS,2025-09-29,performance,16,3,resolved
TKT19858,8473-VUVJN,2025-09-29,technical,91,5,open
TKT43745,8473-VUVJN,2025-09-29,feature_request,11,4,resolved
TKT98890,8473-VUVJN,2025-09-29,login_issue,24,4,escalated
TKT25578,8473-VUVJN,2025-09-29,technical,26,2,escalated
TKT34804,8473-VUVJN,2025-09-29,feature_request,38,5,resolved
TKT39617,6289-CPNLD,2025-09-29,billing,11,5,resolved
TKT30219,6289-CPNLD,2025-09-29,technical,51,2,resolved
TKT91559,6289-CPNLD,2025-09-29,performance,20,1,resolved
TKT21423,6289-CPNLD,2025-09-29,feature_request,10,2,open
TKT16418,6289-CPNLD,2025-09-29,feature_request,35,1,resolved
TKT16447,6289-CPNLD,2025-09-29,performance,22,2,resolved
TKT40436,6289-CPNLD,2025-09-29,feature_request,16,3,resolved
TKT25913,5536-SLHPM,2025-09-29,performance,23,1,escalated
TKT27404,5536-SLHPM,2025-09-29,login_issue,26,5,escalated
TKT78295,4419-UJMUS,2025-09-29,login_issue,5,5,open
TKT76278,4419-UJMUS,2025-09-29,technical,32,4,open
TKT52507,4419-UJMUS,2025-09-29,billing,4,2,resolved
TKT77148,7794-JASDG,2025-09-29,technical,68,2,open
TKT10348,7794-JASDG,2025-09-29,performance,22,5,open
TKT66956,7794-JASDG,2025-09-29,login_issue,21,2,resolved
TKT40471,7609-YBPXG,2025-09-29,billing,18,3,escalated
TKT10554,5519-TEEUH,2025-09-29,performance,25,2,escalated
TKT25062,5519-TEEUH,2025-09-29,login_issue,2,1,escalated
TKT28772,7856-GANIL,2025-09-29,feature_request,42,2,escalated
TKT79292,7856-GANIL,2025-09-29,technical,45,3,escalated
TKT41918,7856-GANIL,2025-09-29,performance,4,1,resolved
TKT23942,0804-XBFBV,2025-09-29,technical,43,2,resolved
TKT99425,0804-XBFBV,2025-09-29,technical,83,4,resolved
TKT82427,2676-OXPPQ,2025-09-29,login_issue,6,2,open
TKT20361,2676-OXPPQ,2025-09-29,billing,11,1,open
TKT42497,3703-TTEPD,2025-09-29,billing,48,2,open
TKT13084,2799-TSLAG,2025-09-29,login_issue,10,5,escalated
TKT73468,2799-TSLAG,2025-09-29,login_issue,37,1,escalated
TKT96303,2799-TSLAG,2025-09-29,billing,34,1,open
TKT74372,0196-VULGZ,2025-09-29,billing,21,1,open
TKT65184,0196-VULGZ,2025-09-29,performance,34,3,escalated
TKT17629,0196-VULGZ,2025-09-29,technical,81,2,escalated
TKT77679,0196-VULGZ,2025-09-29,performance,7,2,resolved
TKT87513,8837-VVWLQ,2025-09-29,billing,27,5,open
TKT32852,8837-VVWLQ,2025-09-29,login_issue,36,4,escalated
TKT24274,8837-VVWLQ,2025-09-29,billing,9,4,escalated
TKT62659,8837-VVWLQ,2025-09-29,performance,34,5,open
