customerID,tenure,MonthlyCharges,Contract,churn_probability,churn_risk_score,predicted_risk_segment,recommended_action,total_tickets,avg_satisfaction,health_score,revenue_at_risk
5150-ITWWB,3,94.85,Month-to-month,0.8382862663832772,83.83,High Risk,Urgent - Retention Campaign,3.0,4.0,49.0,1138.1999999999998
1400-MMYXY,3,105.9,Month-to-month,0.8377858774791056,83.78,High Risk,Urgent - Retention Campaign,2.0,3.0,49.4,1270.8000000000002
3606-TWKGI,13,106.9,Month-to-month,0.8364170110983539,83.64,High Risk,Urgent - Retention Campaign,2.0,3.5,72.2,1282.8000000000002
8644-XLFBW,1,71.65,Month-to-month,0.8355046956301488,83.55,High Risk,Urgent - Retention Campaign,3.0,4.33,51.0,859.8000000000001
3177-LASXD,1,71.35,Month-to-month,0.8348547692617886,83.49,High Risk,Urgent - Retention Campaign,2.0,4.0,56.5,856.1999999999999
4290-BSXUX,3,79.65,Month-to-month,0.8338036269370454,83.38,High Risk,Urgent - Retention Campaign,3.0,2.67,35.7,955.8000000000001
4759-TRPLW,1,70.4,Month-to-month,0.8324442016182114,83.24,High Risk,Urgent - Retention Campaign,2.0,2.0,39.3,844.8000000000001
7779-LGOVN,10,86.65,Month-to-month,0.8301424571332402,83.01,High Risk,Urgent - Retention Campaign,2.0,2.0,44.2,1039.8000000000002
6956-SMUCM,3,99.0,Month-to-month,0.8262693072838719,82.63,High Risk,Urgent - Retention Campaign,2.0,4.0,43.4,1188.0
4090-KPJIP,3,74.95,Month-to-month,0.8246389212264946,82.46,High Risk,Urgent - Retention Campaign,2.0,1.5,38.4,899.4000000000001
7153-OANIO,1,69.95,Month-to-month,0.8240245450368447,82.4,High Risk,Urgent - Retention Campaign,3.0,3.0,54.3,839.4000000000001
4659-NZRUF,19,95.15,Month-to-month,0.8235778522722842,82.36,High Risk,Urgent - Retention Campaign,3.0,2.0,57.7,1141.8000000000002
2672-HUYVI,6,91.1,Month-to-month,0.8227844787537046,82.28,High Risk,Urgent - Retention Campaign,3.0,3.67,54.7,1093.1999999999998
8651-ENBZX,60,106.0,One year,0.8218357425240355,82.18,High Risk,Urgent - Retention Campaign,2.0,2.0,68.5,1272.0
7242-QZLXF,1,25.3,Month-to-month,0.8216727939121771,82.17,High Risk,Urgent - Retention Campaign,3.0,4.67,58.0,303.6
5244-IRFIH,33,94.5,Month-to-month,0.8213152956083453,82.13,High Risk,Urgent - Retention Campaign,2.0,2.0,68.2,1134.0
7665-TOALD,1,69.6,Month-to-month,0.8196167076817523,81.96,High Risk,Urgent - Retention Campaign,2.0,3.0,48.9,835.1999999999999
2889-FPWRM,72,117.8,One year,0.8195652232193988,81.96,High Risk,Urgent - Retention Campaign,3.0,4.0,90.0,1413.6
2205-YMZZJ,7,84.8,Month-to-month,0.8194229870309805,81.94,High Risk,Urgent - Retention Campaign,3.0,4.0,58.7,1017.5999999999999
2619-WFQWU,1,70.15,Month-to-month,0.8188737680123159,81.89,High Risk,Urgent - Retention Campaign,2.0,3.0,51.9,841.8000000000001
3990-QYKBE,37,92.5,Month-to-month,0.8185532354365789,81.86,High Risk,Urgent - Retention Campaign,2.0,2.5,62.9,1110.0
3934-HXCFZ,23,99.25,Month-to-month,0.8152547699983936,81.53,High Risk,Urgent - Retention Campaign,2.0,4.0,68.0,1191.0
3716-BDVDB,1,69.1,Month-to-month,0.8135471325153321,81.35,High Risk,Urgent - Retention Campaign,3.0,3.0,48.1,829.1999999999999
6390-DSAZX,1,73.6,Month-to-month,0.8130828795694744,81.31,High Risk,Urgent - Retention Campaign,2.0,1.5,29.9,883.1999999999999
2691-NZETQ,9,85.35,Month-to-month,0.812603790305996,81.26,High Risk,Urgent - Retention Campaign,3.0,4.0,58.7,1024.1999999999998
0880-TKATG,4,101.15,Month-to-month,0.8125393874863645,81.25,High Risk,Urgent - Retention Campaign,3.0,3.67,56.0,1213.8000000000002
8161-QYMTT,7,94.1,Month-to-month,0.812389635591397,81.24,High Risk,Urgent - Retention Campaign,3.0,4.0,48.9,1129.1999999999998
1084-UQCHV,1,69.75,Month-to-month,0.8115354716066557,81.15,High Risk,Urgent - Retention Campaign,3.0,3.0,51.3,837.0
5644-PDMZC,2,89.5,Month-to-month,0.8109669843320422,81.1,High Risk,Urgent - Retention Campaign,2.0,3.5,43.2,1074.0
8884-ADFVN,7,101.95,Month-to-month,0.8107203683145445,81.07,High Risk,Urgent - Retention Campaign,3.0,3.0,46.7,1223.4
2856-HYAPG,1,68.65,Month-to-month,0.8102892337407955,81.03,High Risk,Urgent - Retention Campaign,3.0,3.0,53.7,823.8000000000001
1342-JPNKI,10,86.05,Month-to-month,0.8102847406203247,81.03,High Risk,Urgent - Retention Campaign,3.0,3.67,49.1,1032.6
3707-GNWHM,1,74.25,Month-to-month,0.8098246977762354,80.98,High Risk,Urgent - Retention Campaign,2.0,3.5,46.5,891.0
0822-GAVAP,2,34.7,Month-to-month,0.8076694375684912,80.77,High Risk,Urgent - Retention Campaign,3.0,3.0,35.6,416.40000000000003
8413-VONUO,2,95.65,Month-to-month,0.8076580360448452,80.77,High Risk,Urgent - Retention Campaign,3.0,4.33,56.9,1147.8000000000002
0135-NMXAP,12,89.75,Month-to-month,0.8071904653349085,80.72,High Risk,Urgent - Retention Campaign,2.0,3.0,35.7,1077.0
3746-EUBYR,1,74.6,Month-to-month,0.8065569415091902,80.66,High Risk,Urgent - Retention Campaign,2.0,4.5,49.9,895.1999999999999
2506-TNFCO,1,69.55,Month-to-month,0.8060065048259601,80.6,High Risk,Urgent - Retention Campaign,3.0,2.0,49.1,834.5999999999999
9318-NKNFC,1,18.85,Month-to-month,0.8056236039971724,80.56,High Risk,Urgent - Retention Campaign,2.0,2.5,48.7,226.20000000000002
0841-NULXI,1,35.55,Month-to-month,0.8037345254937555,80.37,High Risk,Urgent - Retention Campaign,3.0,4.0,48.5,426.59999999999997
4958-XCBDQ,35,101.4,Month-to-month,0.8023564520901989,80.24,High Risk,Urgent - Retention Campaign,2.0,4.0,67.7,1216.8000000000002
4587-VVTOX,6,105.3,Month-to-month,0.8020646601747191,80.21,High Risk,Urgent - Retention Campaign,3.0,2.0,38.3,1263.6
1334-FJSVR,1,24.25,Month-to-month,0.80036790954334,80.04,High Risk,Urgent - Retention Campaign,3.0,1.67,30.0,291.0
1794-HBQTJ,1,48.6,Month-to-month,0.7999782806738156,80.0,High Risk,Urgent - Retention Campaign,3.0,4.0,58.3,583.2
5868-YWPDW,6,84.2,Month-to-month,0.7999341698641443,79.99,High Risk,Urgent - Retention Campaign,2.0,2.0,33.9,1010.4000000000001
2962-XPMCQ,2,45.15,Month-to-month,0.7990608658622744,79.91,High Risk,Urgent - Retention Campaign,2.0,1.5,24.6,541.8
7853-GVUDZ,1,20.15,Month-to-month,0.7965077922299203,79.65,High Risk,Urgent - Retention Campaign,2.0,3.0,25.3,241.79999999999998
9603-OAIHC,1,70.05,Month-to-month,0.7958356342070529,79.58,High Risk,Urgent - Retention Campaign,3.0,3.0,51.3,840.5999999999999
6457-USBER,1,80.8,Month-to-month,0.7957960408036442,79.58,High Risk,Urgent - Retention Campaign,3.0,2.0,38.1,969.5999999999999
1597-LHYNC,26,95.0,Month-to-month,0.7926711811093147,79.27,High Risk,Urgent - Retention Campaign,2.0,5.0,76.4,1140.0
4501-EQDRN,1,69.7,Month-to-month,0.791462132158966,79.15,High Risk,Urgent - Retention Campaign,2.0,3.0,43.3,836.4000000000001
1678-FYZOW,3,79.4,Month-to-month,0.7901614827465704,79.02,High Risk,Urgent - Retention Campaign,3.0,2.0,44.6,952.8000000000001
4572-DVCGN,10,80.25,Month-to-month,0.7900552261049388,79.01,High Risk,Urgent - Retention Campaign,3.0,3.67,50.9,963.0
0235-KGSLC,1,85.55,Month-to-month,0.7898614752772805,78.99,High Risk,Urgent - Retention Campaign,2.0,2.5,36.9,1026.6
9722-UJOJR,29,70.75,Month-to-month,0.7892719853136456,78.93,High Risk,Urgent - Retention Campaign,2.0,3.5,70.1,849.0
0564-JJHGS,9,95.5,Month-to-month,0.7887544571941265,78.88,High Risk,Urgent - Retention Campaign,3.0,1.67,40.8,1146.0
7235-NXZCP,2,74.85,Month-to-month,0.7878071887217716,78.78,High Risk,Urgent - Retention Campaign,2.0,3.5,38.8,898.1999999999999
7363-QTBIW,9,79.75,Month-to-month,0.7848419983819588,78.48,High Risk,Urgent - Retention Campaign,3.0,3.67,59.2,957.0
4234-XTNEA,2,79.95,Month-to-month,0.7838831848059131,78.39,High Risk,Urgent - Retention Campaign,3.0,3.67,56.0,959.4000000000001
5649-ANRML,2,95.1,Month-to-month,0.7836537343046622,78.37,High Risk,Urgent - Retention Campaign,2.0,5.0,59.6,1141.1999999999998
6379-RXJRQ,10,70.1,Month-to-month,0.7834674975596856,78.35,High Risk,Urgent - Retention Campaign,2.0,2.0,40.0,841.1999999999999
4115-NZRKS,7,89.15,Month-to-month,0.7825667469189295,78.26,High Risk,Urgent - Retention Campaign,2.0,3.5,51.7,1069.8000000000002
6861-XWTWQ,7,99.25,Month-to-month,0.7824527948250752,78.25,High Risk,Urgent - Retention Campaign,2.0,3.5,40.1,1191.0
0082-OQIQY,29,94.2,Month-to-month,0.7818560118909588,78.19,High Risk,Urgent - Retention Campaign,2.0,3.5,74.9,1130.4
2034-CGRHZ,24,102.95,Month-to-month,0.7817267339399506,78.17,High Risk,Urgent - Retention Campaign,2.0,3.5,73.5,1235.4
8414-MYSHR,5,91.4,Month-to-month,0.7810616588164293,78.11,High Risk,Urgent - Retention Campaign,3.0,2.67,51.1,1096.8000000000002
8245-UMPYT,16,96.4,Month-to-month,0.7787162024076949,77.87,High Risk,Urgent - Retention Campaign,3.0,3.67,65.3,1156.8000000000002
5909-ECHUI,1,56.25,Month-to-month,0.7773075816037821,77.73,High Risk,Urgent - Retention Campaign,2.0,3.0,48.9,675.0
9189-JWSHV,24,93.55,Month-to-month,0.7765156908845496,77.65,High Risk,Urgent - Retention Campaign,3.0,3.67,74.7,1122.6
6161-UUUTA,3,79.9,Month-to-month,0.7755570479746355,77.56,High Risk,Urgent - Retention Campaign,3.0,1.67,42.7,958.8000000000001
8622-ZLFKO,6,90.75,Month-to-month,0.7750613519281457,77.51,High Risk,Urgent - Retention Campaign,3.0,2.67,54.3,1089.0
9560-ARGQJ,16,81.0,Month-to-month,0.773777534912345,77.38,High Risk,Urgent - Retention Campaign,3.0,4.0,79.2,972.0
2091-RFFBA,31,73.9,Month-to-month,0.7732939567004037,77.33,High Risk,Urgent - Retention Campaign,2.0,3.5,76.6,886.8000000000001
4094-NSEDU,21,94.25,Month-to-month,0.7719441011955052,77.19,High Risk,Urgent - Retention Campaign,3.0,3.67,64.9,1131.0
9985-MWVIX,1,70.15,Month-to-month,0.7709769152379599,77.1,High Risk,Urgent - Retention Campaign,3.0,2.33,47.4,841.8000000000001
6311-UEUME,29,78.9,Month-to-month,0.7689841250507071,76.9,High Risk,Urgent - Retention Campaign,2.0,3.0,64.5,946.8000000000001
8263-JQAIK,2,24.45,Month-to-month,0.7677545168300123,76.78,High Risk,Urgent - Retention Campaign,3.0,2.33,48.3,293.4
6961-VCPMC,46,80.4,Month-to-month,0.7674222010443108,76.74,High Risk,Urgent - Retention Campaign,2.0,2.5,69.0,964.8000000000001
8922-LIEGH,25,89.7,Month-to-month,0.7666917433594659,76.67,High Risk,Urgent - Retention Campaign,2.0,3.5,74.3,1076.4
2013-SGDXK,1,84.3,Month-to-month,0.7651356136004608,76.51,High Risk,Urgent - Retention Campaign,2.0,3.0,47.7,1011.5999999999999
1579-KLYDT,7,90.45,Month-to-month,0.7643004805187583,76.43,High Risk,Urgent - Retention Campaign,2.0,5.0,40.5,1085.4
7384-GHBPI,3,35.15,Month-to-month,0.7638517470566699,76.39,High Risk,Urgent - Retention Campaign,3.0,2.0,38.6,421.79999999999995
3398-FSHON,12,91.3,Month-to-month,0.7635918996905625,76.36,High Risk,Urgent - Retention Campaign,3.0,2.0,52.1,1095.6
4315-MURBD,12,98.9,Month-to-month,0.7619564275377142,76.2,High Risk,Urgent - Retention Campaign,3.0,2.67,42.6,1186.8000000000002
1640-PLFMP,1,70.25,Month-to-month,0.7607767455685628,76.08,High Risk,Urgent - Retention Campaign,2.0,3.0,40.7,843.0
9606-PBKBQ,32,85.0,Month-to-month,0.7599201740045473,75.99,High Risk,Urgent - Retention Campaign,2.0,3.5,67.9,1020.0
7851-WZEKY,2,95.15,Month-to-month,0.7598586111262166,75.99,High Risk,Urgent - Retention Campaign,3.0,3.33,39.3,1141.8000000000002
4927-WWOOZ,2,91.45,Month-to-month,0.759523775833011,75.95,High Risk,Urgent - Retention Campaign,2.0,4.5,58.2,1097.4
4929-BSTRX,1,53.55,Month-to-month,0.7591966894461978,75.92,High Risk,Urgent - Retention Campaign,2.0,3.5,55.1,642.5999999999999
9661-ACXBS,42,105.2,Month-to-month,0.7577789637802606,75.78,High Risk,Urgent - Retention Campaign,2.0,3.5,71.9,1262.4
5380-AFSSK,5,93.9,Month-to-month,0.7569656988698588,75.7,High Risk,Urgent - Retention Campaign,2.0,2.5,49.2,1126.8000000000002
7613-LLQFO,12,84.45,Month-to-month,0.756654104873479,75.67,High Risk,Urgent - Retention Campaign,2.0,1.5,37.1,1013.4000000000001
2530-ENDWQ,71,93.7,Two year,0.7562020354647817,75.62,High Risk,Urgent - Retention Campaign,3.0,3.33,75.6,1124.4
6221-AVQYL,2,73.25,Month-to-month,0.755682989891674,75.57,High Risk,Urgent - Retention Campaign,3.0,3.33,52.9,879.0
3538-WZPHD,3,29.6,Month-to-month,0.7552043745556619,75.52,High Risk,Urgent - Retention Campaign,2.0,3.0,26.4,355.20000000000005
5884-GCYMI,1,69.4,Month-to-month,0.7549721474610226,75.5,High Risk,Urgent - Retention Campaign,3.0,3.0,45.7,832.8000000000001
6615-ZGEDR,1,19.7,Month-to-month,0.7546741203331513,75.47,High Risk,Urgent - Retention Campaign,3.0,2.33,51.6,236.39999999999998
5565-FILXA,16,96.15,Month-to-month,0.7527906264635731,75.28,High Risk,Urgent - Retention Campaign,3.0,3.33,71.8,1153.8000000000002
0872-NXJYS,9,79.55,Month-to-month,0.7520104571323903,75.2,High Risk,Urgent - Retention Campaign,3.0,4.0,55.1,954.5999999999999
1195-OIYEJ,13,91.1,Month-to-month,0.7519135261821098,75.19,High Risk,Urgent - Retention Campaign,2.0,3.0,64.8,1093.1999999999998
7908-QCBCA,1,69.4,Month-to-month,0.7508474147380163,75.08,High Risk,Urgent - Retention Campaign,3.0,3.0,44.5,832.8000000000001
0515-YPMCW,1,70.45,Month-to-month,0.7490350044770141,74.9,High Risk,Urgent - Retention Campaign,2.0,2.0,36.9,845.4000000000001
7831-QGOXH,18,85.2,Month-to-month,0.7484395301846183,74.84,High Risk,Urgent - Retention Campaign,2.0,2.0,67.6,1022.4000000000001
3148-BLQJT,1,20.1,Month-to-month,0.7469125372019602,74.69,High Risk,Urgent - Retention Campaign,2.0,2.5,28.3,241.20000000000002
3165-HDOEW,1,45.85,Month-to-month,0.7458342822965076,74.58,High Risk,Urgent - Retention Campaign,2.0,4.5,48.7,550.2
9330-IJWIO,13,100.35,Month-to-month,0.7435041059399043,74.35,High Risk,Urgent - Retention Campaign,3.0,2.0,71.6,1204.1999999999998
5655-JSMZM,49,96.2,Month-to-month,0.7421178363139173,74.21,High Risk,Urgent - Retention Campaign,2.0,3.0,82.0,1154.4
4763-PGDPO,4,70.4,Month-to-month,0.7417589059706984,74.18,High Risk,Urgent - Retention Campaign,2.0,2.5,30.3,844.8000000000001
6086-ESGRL,1,80.15,Month-to-month,0.7408621222597438,74.09,High Risk,Urgent - Retention Campaign,3.0,4.33,53.6,961.8000000000001
9269-CQOOL,3,54.7,Month-to-month,0.7394697471422644,73.95,High Risk,Urgent - Retention Campaign,3.0,4.0,55.2,656.4000000000001
2933-FILNV,2,24.4,Month-to-month,0.7383930944902685,73.84,High Risk,Urgent - Retention Campaign,2.0,4.0,40.8,292.79999999999995
2685-SREOM,25,89.1,Month-to-month,0.7383048193748771,73.83,High Risk,Urgent - Retention Campaign,3.0,4.67,80.2,1069.1999999999998
6210-KBBPI,9,99.45,Month-to-month,0.7381382696154253,73.81,High Risk,Urgent - Retention Campaign,3.0,1.0,36.9,1193.4
3866-MDTUB,2,70.75,Month-to-month,0.7373347910164822,73.73,High Risk,Urgent - Retention Campaign,3.0,2.67,53.2,849.0
8835-VSDSE,2,70.7,Month-to-month,0.7371603780006376,73.72,High Risk,Urgent - Retention Campaign,3.0,3.0,52.2,848.4000000000001
5208-HFSBT,2,55.05,Month-to-month,0.7324578531716076,73.25,High Risk,Urgent - Retention Campaign,3.0,4.67,58.2,660.5999999999999
6543-XRMYR,30,99.7,Month-to-month,0.7321867653710556,73.22,High Risk,Urgent - Retention Campaign,2.0,3.0,67.7,1196.4
8665-UTDHZ,1,30.2,Month-to-month,0.7311156948121034,73.11,High Risk,Urgent - Retention Campaign,2.0,1.0,40.7,362.4
8225-BTJAU,10,79.25,Month-to-month,0.7304542289544456,73.05,High Risk,Urgent - Retention Campaign,3.0,3.0,37.8,951.0
4912-PIGUY,1,84.6,Month-to-month,0.7295239867882948,72.95,High Risk,Urgent - Retention Campaign,3.0,2.0,32.5,1015.1999999999999
2865-TCHJW,4,89.2,Month-to-month,0.7282092737478774,72.82,High Risk,Urgent - Retention Campaign,2.0,3.0,48.9,1070.4
2260-USTRB,2,70.2,Month-to-month,0.7274978656206748,72.75,High Risk,Urgent - Retention Campaign,2.0,1.5,38.8,842.4000000000001
7228-OMTPN,4,88.45,Month-to-month,0.7274337782507007,72.74,High Risk,Urgent - Retention Campaign,3.0,2.0,45.7,1061.4
0013-EXCHZ,3,83.9,Month-to-month,0.72572703614489,72.57,High Risk,Urgent - Retention Campaign,3.0,3.33,32.8,1006.8000000000001
3643-AHCFP,7,95.6,Month-to-month,0.7256182885201512,72.56,High Risk,Urgent - Retention Campaign,3.0,2.33,43.5,1147.1999999999998
5747-PMBSQ,10,92.5,Month-to-month,0.723874149802399,72.39,High Risk,Urgent - Retention Campaign,3.0,2.33,47.5,1110.0
3462-BJQQA,6,89.75,Month-to-month,0.7230078721024273,72.3,High Risk,Urgent - Retention Campaign,2.0,2.5,45.1,1077.0
8868-WOZGU,28,105.7,Month-to-month,0.7217746525687603,72.18,High Risk,Urgent - Retention Campaign,2.0,2.0,74.0,1268.4
9172-JITSM,26,90.8,Month-to-month,0.7213242125615577,72.13,High Risk,Urgent - Retention Campaign,2.0,3.5,81.2,1089.6
8178-EYZUO,46,93.7,Month-to-month,0.721105203570224,72.11,High Risk,Urgent - Retention Campaign,3.0,3.67,69.5,1124.4
5955-ERIHD,18,94.7,Month-to-month,0.7196340069650998,71.96,High Risk,Urgent - Retention Campaign,2.0,4.5,82.4,1136.4
9692-TUSXH,18,96.05,Month-to-month,0.7187117785487215,71.87,High Risk,Urgent - Retention Campaign,3.0,3.0,60.2,1152.6
3806-DXQOM,4,33.65,Month-to-month,0.718175384526002,71.82,High Risk,Urgent - Retention Campaign,3.0,2.33,38.4,403.79999999999995
4822-NGOCH,13,84.45,Month-to-month,0.7158050089539584,71.58,High Risk,Urgent - Retention Campaign,3.0,4.0,68.8,1013.4000000000001
3871-IKPYH,1,69.1,Month-to-month,0.7157701686248792,71.58,High Risk,Urgent - Retention Campaign,3.0,4.33,56.0,829.1999999999999
2254-DLXRI,1,79.15,Month-to-month,0.7155359523693373,71.55,High Risk,Urgent - Retention Campaign,2.0,3.5,45.9,949.8000000000001
6100-QQHEB,17,92.55,Month-to-month,0.7149890190729685,71.5,High Risk,Urgent - Retention Campaign,3.0,2.0,66.1,1110.6
8042-JVNFH,1,71.35,Month-to-month,0.714903062575957,71.49,High Risk,Urgent - Retention Campaign,3.0,2.0,31.3,856.1999999999999
1502-XFCVR,58,106.45,One year,0.7141269813867244,71.41,High Risk,Urgent - Retention Campaign,3.0,3.33,89.4,1277.4
4929-XIHVW,2,95.5,Month-to-month,0.7120515798162185,71.21,High Risk,Urgent - Retention Campaign,2.0,2.0,45.2,1146.0
0133-BMFZO,2,86.25,Month-to-month,0.7107244851198966,71.07,High Risk,Urgent - Retention Campaign,3.0,3.67,46.8,1035.0
7130-VTEWQ,8,75.75,Month-to-month,0.7097019667578464,70.97,High Risk,Urgent - Retention Campaign,3.0,3.67,49.7,909.0
6900-PXRMS,26,105.75,Month-to-month,0.7091874190336204,70.92,High Risk,Urgent - Retention Campaign,2.0,3.0,66.6,1269.0
5143-WMWOG,1,19.95,Month-to-month,0.7091515097564159,70.92,High Risk,Urgent - Retention Campaign,3.0,3.67,57.0,239.39999999999998
5590-YRFJT,20,24.45,Month-to-month,0.7091151569719553,70.91,High Risk,Urgent - Retention Campaign,3.0,2.67,34.2,293.4
7825-ECJRF,19,106.6,Month-to-month,0.7084607026562628,70.85,High Risk,Urgent - Retention Campaign,3.0,2.33,63.2,1279.1999999999998
0529-ONKER,15,75.65,Month-to-month,0.7083517573931704,70.84,High Risk,Urgent - Retention Campaign,2.0,2.0,67.4,907.8000000000001
0258-NOKBL,3,90.4,Month-to-month,0.7083170532156603,70.83,High Risk,Urgent - Retention Campaign,3.0,4.0,58.2,1084.8000000000002
7511-YMXVQ,9,45.4,Month-to-month,0.7059990123983769,70.6,High Risk,Urgent - Retention Campaign,3.0,1.0,46.1,544.8
4484-GLZOU,52,105.05,Month-to-month,0.7050819817828896,70.51,High Risk,Urgent - Retention Campaign,3.0,3.0,77.4,1260.6
8519-IMDHU,15,85.6,Month-to-month,0.7050189173607977,70.5,High Risk,Urgent - Retention Campaign,2.0,3.0,71.4,1027.1999999999998
9992-RRAMN,22,85.1,Month-to-month,0.701040936874719,70.1,High Risk,Urgent - Retention Campaign,2.0,4.0,68.9,1021.1999999999999
7480-QNVZJ,50,95.7,Month-to-month,0.7004756273346358,70.05,High Risk,Urgent - Retention Campaign,3.0,3.67,88.0,1148.4
2077-MPJQO,7,75.4,Month-to-month,0.6998872584054601,69.99,High Risk,High Priority - Engagement Outreach,2.0,2.5,52.7,904.8000000000001
6646-VRFOL,53,103.85,Month-to-month,0.6995997994757791,69.96,High Risk,High Priority - Engagement Outreach,3.0,4.0,86.5,1246.1999999999998
0596-BQCEQ,62,100.15,Month-to-month,0.6992872592043118,69.93,High Risk,High Priority - Engagement Outreach,3.0,4.33,87.9,1201.8000000000002
6023-YEBUP,3,100.95,Month-to-month,0.6989200118149265,69.89,High Risk,High Priority - Engagement Outreach,3.0,4.0,52.2,1211.4
5445-UTODQ,7,81.1,Month-to-month,0.6979788485294932,69.8,High Risk,High Priority - Engagement Outreach,2.0,1.5,49.9,973.1999999999999
4671-LXRDQ,2,45.0,Month-to-month,0.6979057556431286,69.79,High Risk,High Priority - Engagement Outreach,2.0,3.5,53.6,540.0
5219-YIPTK,33,104.4,Month-to-month,0.6925505235341727,69.26,High Risk,High Priority - Engagement Outreach,3.0,3.33,74.1,1252.8000000000002
8775-ERLNB,1,74.3,Month-to-month,0.6924326362231956,69.24,High Risk,High Priority - Engagement Outreach,3.0,2.33,33.2,891.5999999999999
6821-BUXUX,13,96.65,Month-to-month,0.6912409174712976,69.12,High Risk,High Priority - Engagement Outreach,2.0,2.5,56.2,1159.8000000000002
2754-SDJRD,8,100.15,Month-to-month,0.6909187883115528,69.09,High Risk,High Priority - Engagement Outreach,2.0,1.0,29.8,1201.8000000000002
0334-GDDSO,3,81.35,Month-to-month,0.6908180410416235,69.08,High Risk,High Priority - Engagement Outreach,3.0,3.33,53.8,976.1999999999999
2154-KVJFF,15,79.75,Month-to-month,0.6907500865036706,69.08,High Risk,High Priority - Engagement Outreach,3.0,3.0,72.6,957.0
4277-PVRAN,8,80.1,Month-to-month,0.6905727544149778,69.06,High Risk,High Priority - Engagement Outreach,3.0,3.67,58.9,961.1999999999999
7394-FKDNK,9,89.45,Month-to-month,0.6905390484611056,69.05,High Risk,High Priority - Engagement Outreach,3.0,2.33,53.8,1073.4
3063-QFSZL,1,55.4,Month-to-month,0.6889922975786167,68.9,High Risk,High Priority - Engagement Outreach,2.0,3.5,55.7,664.8
1320-HTRDR,3,75.5,Month-to-month,0.6882080720473452,68.82,High Risk,High Priority - Engagement Outreach,2.0,3.0,54.2,906.0
4423-YLHDV,21,104.4,Month-to-month,0.6873213560084511,68.73,High Risk,High Priority - Engagement Outreach,3.0,3.67,77.5,1252.8000000000002
4789-KWMXN,47,110.85,One year,0.6868220430310488,68.68,High Risk,High Priority - Engagement Outreach,3.0,2.67,72.3,1330.1999999999998
4030-VPZBD,2,30.9,Month-to-month,0.6864784883724898,68.65,High Risk,High Priority - Engagement Outreach,2.0,4.5,49.6,370.79999999999995
8541-QVFKM,8,73.5,Month-to-month,0.6856344063209919,68.56,High Risk,High Priority - Engagement Outreach,3.0,3.67,57.7,882.0
7218-HKQFK,2,94.2,Month-to-month,0.6850402174870804,68.5,High Risk,High Priority - Engagement Outreach,3.0,3.0,47.4,1130.4
2761-OCIAX,2,74.7,Month-to-month,0.6848106790539863,68.48,High Risk,High Priority - Engagement Outreach,2.0,3.0,53.4,896.4000000000001
8182-BJDSI,28,89.95,Month-to-month,0.6844015960442681,68.44,High Risk,High Priority - Engagement Outreach,3.0,4.33,77.3,1079.4
3319-DWOEP,6,95.75,Month-to-month,0.6834483383253058,68.34,High Risk,High Priority - Engagement Outreach,3.0,3.33,52.0,1149.0
8185-UPYBR,6,75.5,Month-to-month,0.6828465787864412,68.28,High Risk,High Priority - Engagement Outreach,3.0,4.67,43.9,906.0
8739-XNIKG,5,84.0,Month-to-month,0.6811206187540492,68.11,High Risk,High Priority - Engagement Outreach,3.0,2.0,44.0,1008.0
6230-BSUXY,1,85.0,Month-to-month,0.6796253468385156,67.96,High Risk,High Priority - Engagement Outreach,3.0,2.67,37.0,1020.0
0709-TVGUR,9,74.55,Month-to-month,0.67912480929025,67.91,High Risk,High Priority - Engagement Outreach,3.0,4.33,60.6,894.5999999999999
8938-UMKPI,47,106.4,Month-to-month,0.6776584374875304,67.77,High Risk,High Priority - Engagement Outreach,2.0,3.0,81.5,1276.8000000000002
9878-TNQGW,2,80.95,Month-to-month,0.6774884584108942,67.75,High Risk,High Priority - Engagement Outreach,3.0,3.0,31.2,971.4000000000001
5276-KQWHG,2,69.6,Month-to-month,0.6754440312111419,67.54,High Risk,High Priority - Engagement Outreach,3.0,1.67,40.6,835.1999999999999
8040-MNRTF,1,71.1,Month-to-month,0.6753107732610929,67.53,High Risk,High Priority - Engagement Outreach,2.0,2.0,44.9,853.1999999999999
3259-FDWOY,71,106.0,Two year,0.6742581909463208,67.43,High Risk,High Priority - Engagement Outreach,3.0,3.0,81.5,1272.0
4201-JMNGR,1,55.8,Month-to-month,0.6739272282583244,67.39,High Risk,High Priority - Engagement Outreach,3.0,2.33,43.0,669.5999999999999
8861-HGGKB,10,86.45,Month-to-month,0.6736656703119147,67.37,High Risk,High Priority - Engagement Outreach,3.0,2.67,52.5,1037.4
3519-ZKXGG,3,75.85,Month-to-month,0.6732966926861789,67.33,High Risk,High Priority - Engagement Outreach,3.0,3.33,52.0,910.1999999999999
0746-JTRFU,2,25.05,Month-to-month,0.6732837985969857,67.33,High Risk,High Priority - Engagement Outreach,2.0,1.5,48.0,300.6
0689-NKYLF,13,83.2,Month-to-month,0.6717607445234465,67.18,High Risk,High Priority - Engagement Outreach,2.0,3.0,61.8,998.4000000000001
9840-DVNDC,6,80.5,Month-to-month,0.6716807695717308,67.17,High Risk,High Priority - Engagement Outreach,3.0,3.0,49.7,966.0
7890-VYYWG,3,36.45,Month-to-month,0.6713768337531283,67.14,High Risk,High Priority - Engagement Outreach,2.0,2.5,51.6,437.40000000000003
