customerID,tenure,MonthlyCharges,Contract,total_services,churn_risk_score,health_score,upsell_opportunity
1552-CZCLL,55,20.0,Month-to-month,0,0.25,53.3,Add Protection Bundle; Upgrade to Annual Contract
1852-QSWCD,64,24.8,Two year,0,0.88,53.3,Add Protection Bundle; Add Tech Support
7250-EQKIY,1,50.45,Month-to-month,1,29.56,53.3,Add Protection Bundle; Add Streaming Services
6143-JQKEA,10,45.8,Month-to-month,0,0.4,53.2,Add Protection Bundle; Add Streaming Services
7515-LODFU,69,20.3,Two year,0,0.2,53.2,Add Protection Bundle
3129-AAQOU,19,25.6,Two year,0,1.78,53.2,Add Protection Bundle; Add Tech Support
8327-WKMIE,37,20.15,One year,0,2.12,53.2,Add Protection Bundle; Add Tech Support
7901-HXJVA,14,76.45,Month-to-month,1,14.14,53.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
1456-TWCGB,4,49.25,Month-to-month,1,22.47,53.2,Add Protection Bundle; Add Streaming Services; Add Tech Support
1087-GRUYI,38,20.4,Two year,0,0.81,53.2,Add Protection Bundle
0829-DDVLK,15,20.1,One year,0,1.36,53.2,Add Protection Bundle
4365-MSDYN,8,19.55,Month-to-month,0,0.29,53.2,Add Protection Bundle
9764-REAFF,59,18.4,Two year,0,0.92,53.2,Add Protection Bundle; Add Tech Support
9373-WSLOY,33,50.0,Month-to-month,4,7.29,53.2,Upgrade to Annual Contract
6133-OZILE,18,35.2,Month-to-month,2,14.96,53.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3807-XHCJH,1,20.0,Month-to-month,0,3.09,53.1,Add Protection Bundle
3239-TPHPZ,12,20.05,Two year,0,0.32,53.1,Add Protection Bundle
8262-COGGB,1,20.45,Month-to-month,0,0.68,53.1,Add Protection Bundle
8950-MTZNV,1,44.95,Month-to-month,0,0.42,53.1,Add Protection Bundle; Add Streaming Services
3373-YZZYM,1,19.2,Month-to-month,0,0.23,53.1,Add Protection Bundle
6674-KVJHG,11,25.2,One year,0,0.33,53.1,Add Protection Bundle
1945-XISKS,67,19.65,Two year,0,0.28,53.0,Add Protection Bundle
0871-OPBXW,2,20.05,Month-to-month,0,11.84,53.0,Add Protection Bundle
4236-UJPWO,2,24.5,Month-to-month,0,1.56,53.0,Add Protection Bundle; Add Streaming Services
1322-AGOQM,46,30.3,Month-to-month,1,24.81,53.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
7463-IFMQU,72,20.05,Two year,0,1.15,53.0,Add Protection Bundle
2373-NTKOD,8,66.25,Month-to-month,2,16.4,53.0,Add Protection Bundle
7055-HNEOJ,3,55.8,Month-to-month,2,0.25,53.0,Add Protection Bundle; Add Streaming Services
9715-SBVSU,14,61.4,Two year,3,7.3,53.0,Add Tech Support
7808-DVWEP,3,20.0,Month-to-month,0,0.46,53.0,Add Protection Bundle
4012-ZTHBR,21,44.95,Month-to-month,0,0.32,53.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1539-LNKHM,12,20.4,Month-to-month,0,3.77,53.0,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
9367-TCUYN,12,20.1,Month-to-month,0,2.7,53.0,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
0827-ITJPH,36,18.55,Two year,0,2.5,52.9,Add Protection Bundle; Add Tech Support
6425-JWTDV,48,19.25,Two year,0,0.94,52.9,Add Protection Bundle; Add Tech Support
7471-WNSUF,60,24.15,One year,0,0.26,52.9,Add Protection Bundle
6773-LQTVT,29,35.65,Month-to-month,2,0.21,52.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4933-IKULF,17,20.65,One year,0,2.83,52.9,Add Protection Bundle
2320-YKQBO,7,19.3,Month-to-month,0,0.47,52.9,Add Protection Bundle
8361-LBRDI,58,24.35,Two year,0,0.88,52.9,Add Protection Bundle
3551-GAEGL,34,30.4,One year,1,1.81,52.9,Add Protection Bundle; Add Streaming Services; Add Tech Support
0704-VCUMB,61,20.25,Two year,0,1.07,52.9,Add Protection Bundle
1627-AFWVJ,29,19.4,Two year,0,0.21,52.9,Add Protection Bundle
6814-ZPWFQ,51,25.0,One year,0,0.8,52.9,Add Protection Bundle; Add Tech Support
8909-BOLNL,3,21.2,One year,0,7.37,52.9,Add Protection Bundle; Add Tech Support
2740-JFBOK,10,24.0,Month-to-month,0,8.31,52.9,Add Protection Bundle; Add Tech Support
4940-KHCWD,60,37.7,Two year,3,0.14,52.9,Add Streaming Services
3352-RICWQ,9,19.75,Two year,0,1.78,52.9,Add Protection Bundle; Add Tech Support
3705-PSNGL,45,20.4,One year,0,1.51,52.9,Add Protection Bundle
9236-NDUCW,21,35.1,Two year,2,0.26,52.8,Add Protection Bundle; Add Streaming Services
5968-VXZLG,2,46.6,Month-to-month,0,0.8,52.8,Add Protection Bundle; Add Streaming Services
2266-FUBDZ,15,19.35,Two year,0,0.18,52.8,Add Protection Bundle
7787-BNTZM,6,20.15,Month-to-month,0,0.26,52.7,Add Protection Bundle
6972-SNKKW,6,20.0,Month-to-month,0,0.28,52.7,Add Protection Bundle
0690-SRQID,4,19.65,Month-to-month,0,0.31,52.7,Add Protection Bundle
3774-VBNXY,64,20.2,Two year,0,0.82,52.7,Add Protection Bundle; Add Tech Support
7669-LCRSD,12,56.3,Month-to-month,1,11.17,52.7,Add Protection Bundle; Upgrade to Annual Contract
9150-KPBJQ,6,19.65,Two year,0,0.22,52.7,Add Protection Bundle
4962-CHQPW,29,19.85,One year,0,0.97,52.7,Add Protection Bundle
5529-GIBVH,47,20.15,Two year,0,1.29,52.7,Add Protection Bundle
2848-YXSMW,72,19.4,Two year,0,0.34,52.6,Add Protection Bundle
0458-HEUZG,13,35.4,Two year,2,2.02,52.6,Add Protection Bundle; Add Streaming Services
8807-ARQET,41,40.35,Month-to-month,2,0.39,52.6,Add Protection Bundle; Upgrade to Annual Contract
7337-CINUD,8,19.5,Two year,0,0.23,52.6,Add Protection Bundle
5730-DBDSI,66,19.7,Two year,0,1.38,52.6,Add Protection Bundle; Add Tech Support
9916-AYHTC,48,19.85,Two year,0,1.9,52.6,Add Protection Bundle; Add Tech Support
1641-BYBTK,6,20.2,Month-to-month,0,3.8,52.5,Add Protection Bundle; Add Tech Support
1839-UMACK,42,25.05,One year,0,1.39,52.5,Add Protection Bundle; Add Tech Support
9867-JCZSP,17,20.75,One year,0,1.32,52.5,Add Protection Bundle
6888-SBYAI,1,50.7,Month-to-month,1,27.65,52.5,Add Protection Bundle; Add Streaming Services
6260-ONULR,1,62.8,Month-to-month,2,0.45,52.5,Add Protection Bundle
8807-OPMBM,55,25.65,Two year,0,0.23,52.5,Add Protection Bundle
8562-GHPPI,1,19.8,Month-to-month,0,0.92,52.5,Add Protection Bundle
8873-TMKGR,29,19.1,One year,0,1.17,52.5,Add Protection Bundle
4893-GYUJU,50,19.35,One year,0,0.28,52.5,Add Protection Bundle
1830-IPXVJ,61,19.75,Two year,0,0.25,52.5,Add Protection Bundle
7531-GQHME,12,20.05,Month-to-month,0,0.48,52.5,Add Protection Bundle; Upgrade to Annual Contract
4825-XJGDM,61,43.7,One year,4,0.97,52.5,Add Streaming Services
5702-SKUOB,4,19.6,Month-to-month,0,3.84,52.5,Add Protection Bundle
0347-UBKUZ,15,19.9,Month-to-month,0,0.44,52.4,Add Protection Bundle; Upgrade to Annual Contract
7521-YXVZY,3,19.95,Month-to-month,0,0.37,52.4,Add Protection Bundle
6447-EGDIV,31,20.95,One year,0,0.83,52.4,Add Protection Bundle
1915-OAKWD,16,19.3,One year,0,0.34,52.4,Add Protection Bundle
9101-NTIXF,2,19.4,Month-to-month,0,3.77,52.4,Add Protection Bundle
1839-FBNFR,39,19.85,Two year,0,0.9,52.4,Add Protection Bundle
7089-XXAYG,25,38.1,One year,2,13.67,52.3,Add Protection Bundle; Add Tech Support
5171-EPLKN,27,19.85,Two year,0,0.27,52.3,Add Protection Bundle
1976-AZZPJ,7,34.2,Month-to-month,2,0.6,52.3,Add Protection Bundle; Add Streaming Services
0003-MKNFE,9,59.9,Month-to-month,1,0.23,52.3,Add Protection Bundle
1022-RKXDR,41,24.85,One year,0,1.55,52.3,Add Protection Bundle; Add Tech Support
8752-IMQOS,5,20.1,One year,0,2.09,52.3,Add Protection Bundle; Add Tech Support
3721-WKIIL,27,19.6,Two year,0,0.27,52.3,Add Protection Bundle
7909-FIOIY,19,24.85,Month-to-month,0,0.49,52.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4177-JPDFU,12,34.0,Month-to-month,2,2.84,52.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3525-DVKFN,17,19.4,Two year,0,2.44,52.2,Add Protection Bundle; Add Tech Support
9661-JALZV,58,24.7,Two year,0,1.72,52.2,Add Protection Bundle; Add Tech Support
4092-OFQZS,20,20.65,One year,0,1.76,52.2,Add Protection Bundle; Add Tech Support
9650-VBUOG,38,25.05,Two year,0,1.2,52.2,Add Protection Bundle
9418-RUKPH,38,19.95,Two year,0,0.25,52.2,Add Protection Bundle
1728-BQDMA,2,44.45,Month-to-month,0,0.41,52.2,Add Protection Bundle; Add Streaming Services
1696-MZVAU,39,25.25,One year,0,2.42,52.2,Add Protection Bundle; Add Streaming Services
6131-IUNXN,19,20.2,Month-to-month,0,1.64,52.1,Add Protection Bundle; Upgrade to Annual Contract
6231-WFGFH,4,20.5,Month-to-month,0,3.41,52.1,Add Protection Bundle; Add Tech Support
5649-VUKMC,12,95.5,One year,3,29.74,52.1,Add Tech Support
2694-CIUMO,12,79.55,Month-to-month,1,11.83,52.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9741-YLNTD,6,87.95,Month-to-month,2,0.28,52.1,Add Protection Bundle
8044-BGWPI,12,21.15,Month-to-month,0,6.17,52.1,Add Protection Bundle; Upgrade to Annual Contract
4116-IQRFR,4,24.1,One year,0,3.21,52.1,Add Protection Bundle; Add Tech Support
3604-WLABM,10,54.25,Month-to-month,2,0.34,52.0,Add Protection Bundle; Add Streaming Services
6112-KTHFQ,13,19.3,Month-to-month,0,2.68,52.0,Add Protection Bundle; Upgrade to Annual Contract
8319-QBEHW,26,39.95,One year,2,0.55,52.0,Add Protection Bundle
8966-KZXXA,36,25.1,Two year,0,0.96,52.0,Add Protection Bundle
2333-KWEWW,18,20.05,Two year,0,1.64,52.0,Add Protection Bundle
3556-BVQGL,20,20.0,One year,0,1.73,52.0,Add Protection Bundle
4608-LCIMN,8,44.65,Month-to-month,0,0.31,52.0,Add Protection Bundle; Add Streaming Services
4193-IBKSW,72,24.75,Two year,0,0.63,52.0,Add Protection Bundle
0380-ZCSBI,10,20.0,Month-to-month,0,2.94,51.9,Add Protection Bundle; Add Tech Support
7279-NMVJC,17,19.9,One year,0,1.57,51.9,Add Protection Bundle
8993-IZEUX,7,69.15,Month-to-month,0,8.54,51.9,Add Protection Bundle; Add Streaming Services
2208-MPXIO,45,20.0,Two year,0,1.04,51.9,Add Protection Bundle
1561-BWHIN,19,19.8,One year,0,0.23,51.9,Add Protection Bundle
0754-EEBDC,4,19.9,Two year,0,1.32,51.9,Add Protection Bundle
0674-EYYZV,1,54.65,Month-to-month,1,0.48,51.9,Add Protection Bundle
1862-QRWPE,48,20.65,Two year,0,0.18,51.9,Add Protection Bundle
1508-DFXCU,12,81.45,Month-to-month,1,0.66,51.9,Add Protection Bundle; Upgrade to Annual Contract
7291-CDTMJ,1,19.65,Month-to-month,0,1.2,51.9,Add Protection Bundle
7020-OZKXZ,9,75.5,Month-to-month,1,0.52,51.9,Add Protection Bundle; Add Streaming Services
2393-DIVAI,3,20.0,Month-to-month,0,9.31,51.8,Add Protection Bundle; Add Tech Support
2789-HQBOU,3,80.35,Month-to-month,1,0.41,51.8,Add Protection Bundle
3118-UHVVQ,68,25.8,Two year,0,0.76,51.8,Add Protection Bundle; Add Tech Support
0018-NYROU,5,68.95,Month-to-month,0,0.3,51.8,Add Protection Bundle; Add Streaming Services
1208-DNHLN,23,48.35,One year,0,8.4,51.8,Add Protection Bundle; Add Streaming Services; Add Tech Support
7404-JLKQG,3,57.55,Month-to-month,2,0.38,51.8,Add Protection Bundle
3280-NMUVX,34,19.6,One year,0,0.66,51.8,Add Protection Bundle
8671-KKKOS,46,45.55,Month-to-month,3,0.44,51.8,Upgrade to Annual Contract
3039-MJSLN,3,20.2,Month-to-month,0,0.45,51.8,Add Protection Bundle
8617-ENBDS,3,73.6,Month-to-month,1,0.45,51.8,Add Protection Bundle; Add Streaming Services
2436-QBZFP,22,39.2,Month-to-month,2,10.36,51.7,Add Protection Bundle; Upgrade to Annual Contract
8748-HFWBO,19,19.9,One year,0,1.28,51.7,Add Protection Bundle; Add Tech Support
1345-GKDZZ,6,19.55,Month-to-month,0,0.24,51.7,Add Protection Bundle
8499-BRXTD,18,20.1,One year,0,2.71,51.7,Add Protection Bundle; Add Tech Support
5322-ZSMZY,31,25.75,Two year,0,0.28,51.6,Add Protection Bundle
5937-EORGB,15,96.5,Month-to-month,3,0.7,51.6,Upgrade to Annual Contract
3486-KHMLI,21,24.7,Month-to-month,0,1.57,51.6,Add Protection Bundle; Upgrade to Annual Contract
5066-GFJMM,3,19.9,Month-to-month,0,7.39,51.6,Add Protection Bundle; Add Tech Support
8350-NYMVI,39,41.1,Month-to-month,3,0.22,51.6,Add Streaming Services; Upgrade to Annual Contract
8510-BBWMU,41,19.75,One year,0,1.57,51.6,Add Protection Bundle; Add Tech Support
8277-RVRSV,33,24.15,One year,0,0.61,51.6,Add Protection Bundle
3212-KXOCR,52,21.0,Two year,0,1.16,51.6,Add Protection Bundle
6994-KERXL,4,55.9,Month-to-month,1,0.3,51.5,Add Protection Bundle
0969-RGKCU,37,19.8,One year,0,1.0,51.5,Add Protection Bundle; Add Tech Support
7552-KEYGT,27,19.55,Two year,0,0.35,51.5,Add Protection Bundle
7968-QUXNS,6,18.95,Month-to-month,0,0.38,51.5,Add Protection Bundle
1089-XZWHH,24,19.7,Two year,0,1.1,51.5,Add Protection Bundle; Add Tech Support
7107-UBYKY,35,25.75,Month-to-month,0,0.21,51.5,Add Protection Bundle; Upgrade to Annual Contract
4685-TFLLS,18,19.8,One year,0,1.11,51.4,Add Protection Bundle
1057-FOGLZ,18,19.65,Month-to-month,0,3.54,51.4,Add Protection Bundle; Upgrade to Annual Contract
4237-CLSMM,2,20.0,Month-to-month,0,8.58,51.4,Add Protection Bundle
2017-CCBLH,8,20.0,Two year,0,0.27,51.4,Add Protection Bundle
2607-FBDFF,1,49.0,Month-to-month,1,0.49,51.3,Add Protection Bundle; Add Streaming Services
1663-MHLHE,1,19.2,Month-to-month,0,0.22,51.3,Add Protection Bundle
6416-YJTTB,11,79.5,Month-to-month,2,0.43,51.3,Add Protection Bundle; Add Streaming Services
4641-FROLU,30,19.3,Two year,0,0.36,51.3,Add Protection Bundle
9625-RZFUK,63,19.7,Two year,0,0.79,51.3,Add Protection Bundle; Add Tech Support
9624-EGDEQ,37,19.8,Two year,0,1.12,51.3,Add Protection Bundle
6654-QGBZZ,1,19.9,Month-to-month,0,0.28,51.3,Add Protection Bundle
9752-ZNQUT,1,48.6,Month-to-month,1,0.33,51.3,Add Protection Bundle; Add Streaming Services
8332-OSJDW,12,26.4,One year,0,1.84,51.3,Add Protection Bundle; Add Tech Support
9801-NOSHQ,23,19.8,One year,0,1.59,51.3,Add Protection Bundle; Add Tech Support
1360-RCYRT,23,30.35,Month-to-month,1,0.22,51.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0277-BKSQP,8,54.4,Month-to-month,1,19.27,51.2,Add Protection Bundle
2335-GSODA,23,40.1,Two year,3,0.23,51.2,Add Streaming Services
8138-EALND,15,19.75,Month-to-month,0,0.46,51.2,Add Protection Bundle; Upgrade to Annual Contract
0463-WZZKO,3,20.75,Month-to-month,0,9.11,51.2,Add Protection Bundle
3195-TQDZX,3,20.25,Month-to-month,0,0.31,51.2,Add Protection Bundle
9845-QOMAD,14,19.75,One year,0,0.24,51.1,Add Protection Bundle
9621-OUPYD,25,20.2,One year,0,0.24,51.1,Add Protection Bundle
7343-EOBEU,3,23.6,Month-to-month,0,14.68,51.1,Add Protection Bundle; Add Tech Support
6770-UAYGJ,49,25.25,Two year,0,0.85,51.1,Add Protection Bundle; Add Tech Support
6169-PPETC,35,20.5,Two year,0,0.26,51.1,Add Protection Bundle
4213-HKBJO,33,25.7,Two year,0,0.96,51.0,Add Protection Bundle; Add Tech Support
1306-RPWXZ,49,20.45,Two year,0,0.61,51.0,Add Protection Bundle
2637-FKFSY,3,46.1,Month-to-month,0,23.4,51.0,Add Protection Bundle; Add Streaming Services
7190-XHTWJ,38,19.3,One year,0,0.3,51.0,Add Protection Bundle
5025-GOOKI,20,18.9,Month-to-month,0,0.37,51.0,Add Protection Bundle; Upgrade to Annual Contract
2096-XOTMO,16,19.35,Month-to-month,0,0.33,51.0,Add Protection Bundle; Upgrade to Annual Contract
5701-SVCWR,1,24.0,Month-to-month,0,27.17,51.0,Add Protection Bundle; Add Tech Support
2799-TSLAG,65,25.3,Two year,0,1.3,51.0,Add Protection Bundle; Add Tech Support
9441-QHEVC,1,19.1,Month-to-month,0,9.94,51.0,Add Protection Bundle; Add Tech Support
4486-EFAEB,13,20.4,Month-to-month,0,7.34,50.9,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
1439-LCGVL,26,19.2,One year,0,1.54,50.9,Add Protection Bundle; Add Tech Support
4609-KNNWG,27,19.9,Two year,0,13.55,50.9,Add Protection Bundle; Add Tech Support
6967-PEJLL,37,40.2,One year,3,1.86,50.9,Add Streaming Services
8022-BECSI,22,19.6,One year,0,1.53,50.8,Add Protection Bundle; Add Tech Support
9039-ZVJDC,3,19.1,Month-to-month,0,8.83,50.8,Add Protection Bundle
7416-CKTEP,57,19.6,Two year,0,0.29,50.8,Add Protection Bundle
2410-CIYFZ,2,20.4,Month-to-month,0,14.76,50.8,Add Protection Bundle
5808-TOTXO,3,20.55,One year,0,6.16,50.8,Add Protection Bundle; Add Tech Support
6506-EYCNH,28,19.55,Month-to-month,0,0.32,50.8,Add Protection Bundle; Upgrade to Annual Contract
1734-ZMNTZ,11,25.0,Two year,0,1.31,50.7,Add Protection Bundle; Add Tech Support
4059-IIEBK,7,78.55,Month-to-month,1,0.58,50.7,Add Protection Bundle; Add Streaming Services
3359-DSRKA,58,19.85,Two year,0,0.74,50.7,Add Protection Bundle
6286-SUUWT,1,19.95,Month-to-month,0,0.54,50.7,Add Protection Bundle
5999-LCXAO,1,29.9,Month-to-month,1,0.56,50.7,Add Protection Bundle; Add Streaming Services
3055-MJDSB,9,24.6,Month-to-month,0,14.87,50.7,Add Protection Bundle; Add Streaming Services; Add Tech Support
5424-RLQLC,10,59.65,Month-to-month,2,24.42,50.7,Add Protection Bundle; Add Tech Support
1746-TGTWV,1,75.35,Month-to-month,1,0.42,50.7,Add Protection Bundle; Add Streaming Services
1015-OWJKI,1,19.05,Month-to-month,0,0.31,50.7,Add Protection Bundle
8046-DNVTL,62,38.6,Two year,3,1.17,50.6,Add Streaming Services
3387-PLKUI,13,18.8,Month-to-month,0,0.25,50.6,Add Protection Bundle; Upgrade to Annual Contract
8944-AILEF,15,19.45,Month-to-month,0,2.36,50.6,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
9426-SXNHE,2,18.75,Month-to-month,0,0.46,50.6,Add Protection Bundle
5537-UXXVS,20,19.25,Month-to-month,0,2.7,50.6,Add Protection Bundle; Upgrade to Annual Contract
3878-AVSOQ,1,71.25,Month-to-month,0,1.25,50.5,Add Protection Bundle; Add Streaming Services
9046-JBFWA,27,19.15,Month-to-month,0,0.24,50.5,Add Protection Bundle; Upgrade to Annual Contract
2984-RGEYA,69,19.75,Two year,0,0.75,50.5,Add Protection Bundle; Add Tech Support
5760-FXFVO,6,78.95,Month-to-month,2,0.49,50.5,Add Protection Bundle; Add Streaming Services
3446-QDSZF,4,55.5,Month-to-month,1,0.54,50.5,Add Protection Bundle
5046-NUHWD,29,45.0,Month-to-month,3,15.32,50.5,Upgrade to Annual Contract
8325-QRPZR,7,75.15,Month-to-month,1,0.78,50.5,Add Protection Bundle; Add Streaming Services
1241-EZFMJ,61,25.45,Two year,0,0.99,50.5,Add Protection Bundle; Add Tech Support
3727-JEZTU,1,20.4,Month-to-month,0,24.19,50.5,Add Protection Bundle
2243-FNMMI,20,19.4,Month-to-month,0,2.84,50.5,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
1069-QJOEE,25,19.9,One year,0,1.54,50.4,Add Protection Bundle; Add Tech Support
8174-LNWMW,31,20.9,Two year,0,1.11,50.4,Add Protection Bundle
1133-KXCGE,18,20.1,One year,0,0.35,50.4,Add Protection Bundle
4735-BJKOU,40,20.15,Two year,0,1.33,50.4,Add Protection Bundle; Add Tech Support
0366-NQSHS,2,19.35,Month-to-month,0,0.69,50.4,Add Protection Bundle
3160-TYXLT,53,46.3,Month-to-month,3,6.52,50.3,Upgrade to Annual Contract
7396-VJUZB,4,45.25,Month-to-month,0,0.3,50.3,Add Protection Bundle; Add Streaming Services
1845-ZLLIG,1,50.15,Month-to-month,1,1.02,50.3,Add Protection Bundle; Add Streaming Services
6907-FLBER,1,54.3,Month-to-month,1,0.73,50.3,Add Protection Bundle; Add Streaming Services
1872-EBWSC,29,20.35,One year,0,0.81,50.3,Add Protection Bundle
4632-PAOYU,22,19.95,One year,0,0.2,50.3,Add Protection Bundle
5348-CAGXB,12,89.55,Month-to-month,2,0.94,50.3,Add Protection Bundle; Upgrade to Annual Contract
3125-RAHBV,22,20.3,One year,0,0.24,50.3,Add Protection Bundle
6485-QXWWE,62,26.0,Two year,0,0.16,50.2,Add Protection Bundle
8003-EWNDZ,10,21.2,Month-to-month,0,0.24,50.2,Add Protection Bundle
9494-MRNYX,10,75.05,Month-to-month,0,27.46,50.2,Add Protection Bundle; Add Streaming Services
8620-RJPZN,1,20.7,Month-to-month,0,22.11,50.2,Add Protection Bundle; Add Tech Support
8774-GSBUN,72,25.4,Two year,0,1.14,50.2,Add Protection Bundle
2538-OIMXF,1,24.7,Month-to-month,0,0.56,50.1,Add Protection Bundle; Add Streaming Services
0787-LHDYT,16,20.6,Month-to-month,0,5.11,50.1,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
3458-IDMFK,25,20.75,Two year,0,1.26,50.1,Add Protection Bundle
5917-HBSDW,37,19.35,Month-to-month,0,0.25,50.1,Add Protection Bundle; Upgrade to Annual Contract
8084-OIVBS,11,20.0,One year,0,0.27,50.1,Add Protection Bundle
4785-NKHCX,5,20.05,Month-to-month,0,4.74,50.1,Add Protection Bundle; Add Tech Support
4537-CIBHB,9,20.25,One year,0,0.35,50.1,Add Protection Bundle
5816-SCGFC,7,51.3,Month-to-month,1,22.34,50.1,Add Protection Bundle; Add Streaming Services; Add Tech Support
2740-TVLFN,1,50.15,Month-to-month,0,0.35,50.1,Add Protection Bundle; Add Streaming Services
5049-GLYVG,1,20.6,Month-to-month,0,25.12,50.1,Add Protection Bundle; Add Tech Support
1518-OMDIK,33,44.55,Month-to-month,0,11.27,50.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
2853-CWQFQ,1,59.55,Month-to-month,2,22.27,50.0,Add Protection Bundle
3470-BTGQO,21,45.65,Month-to-month,0,0.35,50.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1926-QUZNN,72,25.25,Two year,0,0.26,50.0,Add Protection Bundle
5546-QUERU,13,19.95,One year,0,1.78,50.0,Add Protection Bundle
0030-FNXPP,3,19.85,Month-to-month,0,7.39,50.0,Add Protection Bundle
2621-UDNLU,3,20.85,Month-to-month,0,0.3,50.0,Add Protection Bundle
6061-PQHMK,25,19.9,One year,0,0.18,49.9,Add Protection Bundle
6286-ZHAOK,20,25.55,Month-to-month,0,4.45,49.9,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
7326-RIGQZ,6,69.8,Month-to-month,0,0.7,49.9,Add Protection Bundle; Add Streaming Services
0023-UYUPN,50,25.2,One year,0,1.17,49.9,Add Protection Bundle
1222-LRYKO,6,26.35,Month-to-month,0,6.18,49.9,Add Protection Bundle
1293-HHSHJ,35,21.1,One year,0,1.03,49.9,Add Protection Bundle; Add Tech Support
9546-KDTRB,19,24.7,Month-to-month,0,8.34,49.8,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
2308-STERM,2,19.4,Month-to-month,0,7.26,49.8,Add Protection Bundle; Add Tech Support
2625-TRCZQ,51,49.65,Month-to-month,3,0.34,49.8,Upgrade to Annual Contract
3422-GALYP,2,79.45,Month-to-month,1,0.42,49.8,Add Protection Bundle; Add Streaming Services
7764-BDPEE,3,20.85,Month-to-month,0,14.19,49.8,Add Protection Bundle; Add Tech Support
1635-FJFCC,5,44.05,Month-to-month,0,25.52,49.8,Add Protection Bundle; Add Streaming Services
3648-GZPHF,32,36.25,One year,2,1.4,49.8,Add Protection Bundle; Add Streaming Services
3061-BCKYI,14,19.9,Month-to-month,0,0.36,49.7,Add Protection Bundle; Upgrade to Annual Contract
6917-IAYHD,1,33.6,Month-to-month,2,13.51,49.7,Add Protection Bundle; Add Streaming Services
6145-NNPNO,1,44.15,Month-to-month,0,1.51,49.7,Add Protection Bundle; Add Streaming Services
0305-SQECB,11,36.05,One year,2,0.26,49.7,Add Protection Bundle; Add Streaming Services
5022-JNQEQ,9,75.85,Month-to-month,1,11.31,49.7,Add Protection Bundle; Add Streaming Services
7517-LDMPS,12,84.6,Month-to-month,2,0.71,49.7,Add Protection Bundle; Upgrade to Annual Contract
8098-TDCBU,42,25.25,Two year,0,0.89,49.7,Add Protection Bundle
1985-MBRYP,43,19.65,Two year,0,1.28,49.7,Add Protection Bundle
9332-GYWLO,6,54.85,Month-to-month,1,13.33,49.7,Add Protection Bundle; Add Tech Support
1536-HBSWP,1,49.9,Month-to-month,1,1.34,49.7,Add Protection Bundle; Add Streaming Services
9375-MHRRS,6,50.05,Month-to-month,1,8.95,49.7,Add Protection Bundle; Add Streaming Services
5063-IUOKK,13,19.75,Two year,0,0.31,49.6,Add Protection Bundle
3378-AJRAO,44,24.85,One year,0,1.02,49.6,Add Protection Bundle; Add Tech Support
5312-TSZVC,15,19.65,One year,0,0.39,49.6,Add Protection Bundle
5652-MSDEY,10,75.75,Month-to-month,0,28.94,49.6,Add Protection Bundle; Add Streaming Services
2788-CJQAQ,13,19.45,One year,0,0.28,49.6,Add Protection Bundle
6508-NJYRO,15,18.8,One year,0,0.33,49.6,Add Protection Bundle
8450-JOVAH,2,56.7,Month-to-month,1,27.03,49.6,Add Protection Bundle; Add Streaming Services
7310-EGVHZ,1,20.2,Month-to-month,0,0.36,49.5,Add Protection Bundle
4456-RHSNB,19,49.6,Month-to-month,1,0.32,49.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3675-EQOZA,5,20.65,Month-to-month,0,4.6,49.5,Add Protection Bundle; Add Tech Support
6614-YWYSC,61,25.0,Two year,0,0.33,49.5,Add Protection Bundle
7878-JGDKK,4,44.55,Month-to-month,0,10.06,49.5,Add Protection Bundle; Add Streaming Services; Add Tech Support
9334-GWGOW,7,74.85,Month-to-month,0,0.93,49.5,Add Protection Bundle; Add Streaming Services
6260-XLACS,4,19.7,One year,0,2.3,49.5,Add Protection Bundle
4318-RAJVY,10,19.8,One year,0,2.28,49.5,Add Protection Bundle; Add Tech Support
8974-OVACP,1,20.15,Month-to-month,0,0.99,49.5,Add Protection Bundle
9074-KGVOX,50,39.45,Month-to-month,2,4.05,49.4,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
